#string_protein_id | preferred_name | protein_size
9606.ENSP00000387535 | IRGQ | 623
9606.ENSP00000387549 | SLC18A1 | 525
9606.ENSP00000387593 | TANC2 | 1990
9606.ENSP00000387617 | SMCO2 | 343
9606.ENSP00000387641 | CAND2 | 1236
9606.ENSP00000387654 | PCYOX1 | 505
9606.ENSP00000387662 | GCG | 180
9606.ENSP00000387683 | UGT2B11 | 529
9606.ENSP00000387694 | SLC12A5 | 1139
9606.ENSP00000387699 | CREB1 | 341
9606.ENSP00000387710 | TARS1 | 756
9606.ENSP00000387739 | AMOTL1 | 956
9606.ENSP00000387757 | HIC2 | 615
9606.ENSP00000387822 | BRDT | 951
9606.ENSP00000387875 | KIF4B | 1234
9606.ENSP00000387882 | TC2N | 490
9606.ENSP00000387911 | PARN | 639
9606.ENSP00000387941 | IFFO2 | 517
9606.ENSP00000387982 | WDR73 | 378
9606.ENSP00000387996 | CSTF2 | 597
9606.ENSP00000388001 | OAS1 | 414
9606.ENSP00000388094 | KRBOX1 | 128
9606.ENSP00000388107 | UBA52 | 128
9606.ENSP00000388137 | MPPED1 | 326
9606.ENSP00000388169 | ARPC4 | 187
9606.ENSP00000388183 | OGDH | 1034
9606.ENSP00000388207 | RNF148 | 305
9606.ENSP00000388241 | KIF26A | 1882
9606.ENSP00000388275 | AGBL3 | 920
9606.ENSP00000388293 | TSTD1 | 115
9606.ENSP00000388299 | TRIM49C | 452
9606.ENSP00000388311 | ZNF845 | 970
9606.ENSP00000388337 | SEC61G | 68
9606.ENSP00000388431 | TMEM251 | 169
9606.ENSP00000388502 | ZNF583 | 569
9606.ENSP00000388510 | RARG | 454
9606.ENSP00000388550 | RNF24 | 169
9606.ENSP00000388566 | CASP4 | 377
9606.ENSP00000388620 | EOMES | 705
9606.ENSP00000388631 | PLCD4 | 762
9606.ENSP00000388638 | RBM17 | 401
9606.ENSP00000388658 | SLC25A12 | 678
9606.ENSP00000388684 | TMEM247 | 219
9606.ENSP00000388713 | LANCL1 | 399
9606.ENSP00000388723 | KBTBD13 | 458
9606.ENSP00000388731 | ITPRID2 | 1259
9606.ENSP00000388744 | RRAD | 308
9606.ENSP00000388792 | ZNF683 | 524
9606.ENSP00000388806 | EIF4B | 616
9606.ENSP00000388823 | NSG1 | 185
9606.ENSP00000388825 | MLN | 115
9606.ENSP00000388850 | PNMA5 | 448
9606.ENSP00000388864 | ZNF419 | 511
9606.ENSP00000388895 | SPATA3 | 192
9606.ENSP00000388909 | CYBC1 | 187
9606.ENSP00000388910 | NFATC4 | 964
9606.ENSP00000388920 | RWDD4 | 188
9606.ENSP00000388940 | TCF12 | 706
9606.ENSP00000388942 | SCRN1 | 434
9606.ENSP00000388996 | AP1M1 | 435
9606.ENSP00000389009 | CARNS1 | 950
9606.ENSP00000389014 | CPLANE1 | 3197
9606.ENSP00000389015 | SBK2 | 348
9606.ENSP00000389026 | CRISP3 | 268
9606.ENSP00000389060 | MMADHC | 296
9606.ENSP00000389072 | OR10G8 | 311
9606.ENSP00000389095 | CYTH1 | 398
9606.ENSP00000389103 | RPL23A | 156
9606.ENSP00000389111 | FNDC10 | 226
9606.ENSP00000389140 | DCC | 1447
9606.ENSP00000389160 | NDUFA11 | 228
9606.ENSP00000389168 | PPP1R12A | 1030
9606.ENSP00000389175 | GLYCTK | 523
9606.ENSP00000389176 | C1GALT1 | 363
9606.ENSP00000389182 | RPP30 | 322
9606.ENSP00000389237 | NBPF4 | 638
9606.ENSP00000389241 | DHRS9 | 379
9606.ENSP00000389252 | NPNT | 595
9606.ENSP00000389255 | HCAR1 | 346
9606.ENSP00000389277 | TMBIM6 | 295
9606.ENSP00000389289 | AKR1B15 | 344
9606.ENSP00000389297 | CHCHD3 | 232
9606.ENSP00000389300 | DAZ4 | 390
9606.ENSP00000389326 | ACE2 | 805
9606.ENSP00000389351 | RPSA | 300
9606.ENSP00000389356 | RPL39L | 51
9606.ENSP00000389377 | NFATC1 | 943
9606.ENSP00000389381 | YY2 | 372
9606.ENSP00000389383 | STK11IP | 1088
9606.ENSP00000389395 | GPAT2 | 795
9606.ENSP00000389399 | TMCO3 | 677
9606.ENSP00000389414 | TBXAS1 | 580
9606.ENSP00000389427 | CEP44 | 399
9606.ENSP00000389443 | USP17L12 | 530
9606.ENSP00000389445 | UBAP2L | 1087
9606.ENSP00000389466 | TGM7 | 710
9606.ENSP00000389513 | CT47A4 | 288
9606.ENSP00000389554 | C2CD4D | 353
9606.ENSP00000389588 | SEMA5B | 1205
9606.ENSP00000389600 | TLR6 | 796
9606.ENSP00000389630 | DPY19L4 | 723
9606.ENSP00000389631 | ARPC1B | 372
9606.ENSP00000389649 | ATP5PF | 116
9606.ENSP00000389709 | RNF212 | 297
9606.ENSP00000389714 | CTNNA3 | 895
9606.ENSP00000389715 | KSR2 | 921
9606.ENSP00000389745 | CYB561A3 | 263
9606.ENSP00000389760 | CASTOR3 | 163
9606.ENSP00000389787 | PLEKHF1 | 279
9606.ENSP00000389810 | DSN1 | 356
9606.ENSP00000389813 | ACAD10 | 1090
9606.ENSP00000389814 | ADIPOQ | 244
9606.ENSP00000389841 | ZNF852 | 543
9606.ENSP00000389870 | DLX3 | 287
9606.ENSP00000389900 | DCUN1D4 | 336
9606.ENSP00000389903 | LETMD1 | 373
9606.ENSP00000389910 | RCBTB2 | 556
9606.ENSP00000389913 | PLEKHM1 | 1056
9606.ENSP00000389948 | NT5C3B | 300
9606.ENSP00000389998 | TMEM67 | 995
9606.ENSP00000390011 | CTU1 | 348
9606.ENSP00000390070 | CT47A5 | 288
9606.ENSP00000390076 | ZSCAN31 | 406
9606.ENSP00000390084 | SHISA6 | 551
9606.ENSP00000390111 | PLSCR5 | 271
9606.ENSP00000390158 | HERC1 | 4861
9606.ENSP00000390179 | ZNF527 | 609
9606.ENSP00000390204 | HEPACAM2 | 485
9606.ENSP00000390232 | ZBBX | 839
9606.ENSP00000390265 | IDH1 | 414
9606.ENSP00000390394 | SLC4A7 | 1259
9606.ENSP00000390407 | TMEM213 | 107
9606.ENSP00000390410 | GPR141 | 305
9606.ENSP00000390423 | CATSPER4 | 472
9606.ENSP00000390436 | GLI2 | 1586
9606.ENSP00000390475 | CXXC1 | 660
9606.ENSP00000390535 | PRKD1 | 920
9606.ENSP00000390564 | SLC16A5 | 505
9606.ENSP00000390590 | DDN | 711
9606.ENSP00000390600 | SCN10A | 1956
9606.ENSP00000390613 | BTNL2 | 482
9606.ENSP00000390621 | TDRD12 | 395
9606.ENSP00000390625 | HNRNPLL | 542
9606.ENSP00000390630 | RIMBP3C | 1639
9606.ENSP00000390637 | SLC14A1 | 445
9606.ENSP00000390647 | C12orf65 | 166
9606.ENSP00000390661 | CLEC2L | 214
9606.ENSP00000390722 | SLC25A17 | 307
9606.ENSP00000390783 | SCFD1 | 642
9606.ENSP00000390784 | B3GALT4 | 378
9606.ENSP00000390932 | LRRC23 | 343
9606.ENSP00000390941 | ATCAY | 371
9606.ENSP00000391085 | GOLGA6D | 693
9606.ENSP00000391088 | UNC80 | 3258
9606.ENSP00000391090 | CHEK1 | 492
9606.ENSP00000391101 | SLFN14 | 912
9606.ENSP00000391121 | RDH13 | 331
9606.ENSP00000391137 | ASB10 | 467
9606.ENSP00000391167 | DENND4A | 1906
9606.ENSP00000391200 | ZNF692 | 524
9606.ENSP00000391209 | CYB561D2 | 222
9606.ENSP00000391211 | PSMC2 | 433
9606.ENSP00000391227 | MGAT5B | 801
9606.ENSP00000391249 | SEPTIN9 | 586
9606.ENSP00000391269 | RBFOX1 | 425
9606.ENSP00000391299 | SAMD7 | 446
9606.ENSP00000391311 | SEPTIN5 | 369
9606.ENSP00000391318 | CT47A12 | 288
9606.ENSP00000391381 | ATP6AP1L | 224
9606.ENSP00000391404 | C4orf51 | 202
9606.ENSP00000391409 | CDHR4 | 788
9606.ENSP00000391457 | INO80C | 228
9606.ENSP00000391481 | TKT | 631
9606.ENSP00000391488 | PNMA6A | 399
9606.ENSP00000391490 | AGR2 | 175
9606.ENSP00000391498 | KCNK16 | 322
9606.ENSP00000391504 | CCDC173 | 552
9606.ENSP00000391524 | DENND6B | 585
9606.ENSP00000391549 | SMIM19 | 107
9606.ENSP00000391583 | PARVG | 331
9606.ENSP00000391592 | PTPN6 | 624
9606.ENSP00000391594 | ERV3-1 | 604
9606.ENSP00000391596 | AMDHD2 | 594
9606.ENSP00000391601 | PEX5 | 660
9606.ENSP00000391641 | ZNF780B | 833
9606.ENSP00000391668 | MTMR11 | 709
9606.ENSP00000391669 | BCAR1 | 916
9606.ENSP00000391692 | CCDC103 | 242
9606.ENSP00000391723 | PUM1 | 1188
9606.ENSP00000391739 | PISD | 409
9606.ENSP00000391747 | LACC1 | 430
9606.ENSP00000391748 | PILRB | 227
9606.ENSP00000391788 | CCDC36 | 594
9606.ENSP00000391800 | APLN | 77
9606.ENSP00000391803 | MITF | 526
9606.ENSP00000391826 | IGF2 | 236
9606.ENSP00000391942 | NECAP2 | 273
9606.ENSP00000392024 | ZNF844 | 666
9606.ENSP00000392025 | CYLD | 956
9606.ENSP00000392028 | CHD7 | 2997
9606.ENSP00000392043 | ATP2B1 | 1220
9606.ENSP00000392065 | REPS1 | 796
9606.ENSP00000392066 | DIP2A | 1571
9606.ENSP00000392094 | EFTUD2 | 972
9606.ENSP00000392105 | INAVA | 578
9606.ENSP00000392147 | PPP6C | 342
9606.ENSP00000392189 | KRTAP9-3 | 159
9606.ENSP00000392197 | REEP1 | 208
9606.ENSP00000392204 | KLLN | 178
9606.ENSP00000392206 | AGAP9 | 658
9606.ENSP00000392252 | TTLL8 | 849
9606.ENSP00000392257 | PPIL6 | 337
9606.ENSP00000392270 | STRAP | 350
9606.ENSP00000392283 | CT47A7 | 288
9606.ENSP00000392318 | KAT14 | 782
9606.ENSP00000392330 | BCAP31 | 313
9606.ENSP00000392353 | PSMG4 | 162
9606.ENSP00000392368 | CCDC198 | 336
9606.ENSP00000392371 | ZSCAN30 | 494
9606.ENSP00000392395 | CHFR | 664
9606.ENSP00000392398 | GPX5 | 221
9606.ENSP00000392407 | PRR20D | 221
9606.ENSP00000392410 | ZNF587B | 402
9606.ENSP00000392411 | SLC13A2 | 641
9606.ENSP00000392423 | RELN | 3460
9606.ENSP00000392495 | TRAPPC2 | 174
9606.ENSP00000392500 | NLGN1 | 823
9606.ENSP00000392511 | PRRT3 | 981
9606.ENSP00000392513 | AGAP4 | 663
9606.ENSP00000392549 | TTLL3 | 915
9606.ENSP00000392553 | PLPP5 | 264
9606.ENSP00000392568 | DEFB130B | 79
9606.ENSP00000392617 | SMARCD2 | 531
9606.ENSP00000392660 | ARHGAP28 | 570
9606.ENSP00000392678 | AKIRIN1 | 192
9606.ENSP00000392700 | AMER3 | 861
9606.ENSP00000392709 | NDUFS1 | 741
9606.ENSP00000392718 | POTEI | 1075
9606.ENSP00000392726 | POM121L2 | 1035
9606.ENSP00000392760 | ARHGAP11B | 267
9606.ENSP00000392762 | DCT | 552
9606.ENSP00000392767 | S100A13 | 98
9606.ENSP00000392782 | CLGN | 610
9606.ENSP00000392812 | PIK3R5 | 880
9606.ENSP00000392828 | GPSM1 | 675
9606.ENSP00000392879 | TCP11X2 | 407
9606.ENSP00000392896 | HSBP1 | 76
9606.ENSP00000392906 | PLEKHG2 | 1386
9606.ENSP00000392936 | RFPL4A | 287
9606.ENSP00000392985 | HTATIP2 | 276
9606.ENSP00000393066 | SLC4A10 | 1118
9606.ENSP00000393097 | GABRA1 | 456
9606.ENSP00000393098 | LPAR5 | 372
9606.ENSP00000393099 | MAPKBP1 | 1514
9606.ENSP00000393128 | LHFPL3 | 222
9606.ENSP00000393136 | PRAMEF27 | 478
9606.ENSP00000393139 | CDC7 | 574
9606.ENSP00000393154 | FBXO15 | 510
9606.ENSP00000393161 | TMEM151B | 566
9606.ENSP00000393183 | DCAF1 | 1507
9606.ENSP00000393198 | HES4 | 247
9606.ENSP00000393222 | CFAP221 | 840
9606.ENSP00000393241 | RPS18 | 152
9606.ENSP00000393260 | ZNF7 | 697
9606.ENSP00000393275 | NANOS1 | 292
9606.ENSP00000393312 | FGFR1 | 853
9606.ENSP00000393313 | EPS15L1 | 910
9606.ENSP00000393315 | CT47A1 | 288
9606.ENSP00000393316 | TMX1 | 280
9606.ENSP00000393324 | EIF4E3 | 224
9606.ENSP00000393333 | TBXA2R | 407
9606.ENSP00000393379 | KIF5C | 957
9606.ENSP00000393388 | SNRPG | 96
9606.ENSP00000393392 | MYO1A | 1043
9606.ENSP00000393417 | CASP14 | 242
9606.ENSP00000393453 | SMYD1 | 490
9606.ENSP00000393474 | CD163L1 | 1463
9606.ENSP00000393511 | ABLIM2 | 645
9606.ENSP00000393541 | IFT27 | 186
9606.ENSP00000393557 | SLC4A4 | 1094
9606.ENSP00000393559 | PACS2 | 904
9606.ENSP00000393566 | HLA-DPA1 | 260
9606.ENSP00000393596 | BIRC6 | 4857
9606.ENSP00000393631 | ADM5 | 153
9606.ENSP00000393667 | FAM126B | 530
9606.ENSP00000393675 | MIGA1 | 633
9606.ENSP00000393719 | CLEC17A | 378
9606.ENSP00000393762 | SESN1 | 551
9606.ENSP00000393776 | FCHO2 | 810
9606.ENSP00000393785 | NKIRAS1 | 192
9606.ENSP00000393832 | PPP1R3G | 358
9606.ENSP00000393835 | ZNF506 | 444
9606.ENSP00000393840 | BLOC1S3 | 202
9606.ENSP00000393845 | PPIAL4G | 164
9606.ENSP00000393847 | PLA2G10 | 165
9606.ENSP00000393854 | CENPBD1 | 187
9606.ENSP00000393876 | ZNF655 | 526
9606.ENSP00000393889 | OR5K2 | 316
9606.ENSP00000393922 | RUSC2 | 1516
9606.ENSP00000393952 | TTC39A | 613
9606.ENSP00000393963 | KIFC1 | 673
9606.ENSP00000393978 | PRKD2 | 878
9606.ENSP00000393987 | TAFA2 | 131
9606.ENSP00000394033 | KCNK2 | 426
9606.ENSP00000394049 | SLA | 316
9606.ENSP00000394051 | NOSTRIN | 563
9606.ENSP00000394071 | GDI1 | 447
9606.ENSP00000394078 | LRRC74B | 392
9606.ENSP00000394085 | JMJD6 | 414
9606.ENSP00000394163 | DAP | 204
9606.ENSP00000394168 | SLCO1B7 | 640
9606.ENSP00000394178 | TMEM182 | 229
9606.ENSP00000394183 | CDKN2AIPNL | 116
9606.ENSP00000394227 | CSF2RA | 434
9606.ENSP00000394248 | ZNF716 | 495
9606.ENSP00000394282 | OR4F3 | 312
9606.ENSP00000394316 | BZW1 | 451
9606.ENSP00000394331 | COMMD5 | 224
9606.ENSP00000394352 | DIXDC1 | 683
9606.ENSP00000394380 | ZNF625 | 372
9606.ENSP00000394390 | KCTD15 | 283
9606.ENSP00000394394 | ANAPC7 | 599
9606.ENSP00000394417 | MORF4L2 | 288
9606.ENSP00000394472 | BTBD18 | 712
9606.ENSP00000394484 | DCLK3 | 648
9606.ENSP00000394496 | CORO1C | 527
9606.ENSP00000394510 | PRR12 | 2036
9606.ENSP00000394546 | NHSL1 | 1610
9606.ENSP00000394560 | MAPK9 | 424
9606.ENSP00000394623 | NUTM2B | 878
9606.ENSP00000394624 | OPRM1 | 493
9606.ENSP00000394653 | IQCF5 | 148
9606.ENSP00000394720 | SEMA4B | 837
9606.ENSP00000394734 | CLK1 | 526
9606.ENSP00000394751 | IPCEF1 | 438
9606.ENSP00000394757 | ZNF516 | 1163
9606.ENSP00000394770 | CMYA5 | 4069
9606.ENSP00000394791 | SENP1 | 644
9606.ENSP00000394794 | PTPN13 | 2490
9606.ENSP00000394842 | GCA | 217
9606.ENSP00000394888 | DOCK8 | 2099
9606.ENSP00000394936 | ORM2 | 201
9606.ENSP00000394954 | GSG1L | 331
9606.ENSP00000395012 | KLHL24 | 600
9606.ENSP00000395086 | TRIM51 | 452
9606.ENSP00000395204 | TMEM68 | 324
9606.ENSP00000395219 | IGFL2 | 130
9606.ENSP00000395220 | SYTL5 | 752
9606.ENSP00000395232 | MTFR2 | 385
9606.ENSP00000395244 | TMEM229A | 380
9606.ENSP00000395249 | RETREG2 | 543
9606.ENSP00000395259 | ZBED9 | 1325
9606.ENSP00000395294 | CD70 | 208
9606.ENSP00000395340 | FAM185A | 392
9606.ENSP00000395461 | BTBD19 | 291
9606.ENSP00000395473 | MAN2B1 | 1011
9606.ENSP00000395474 | SNX10 | 201
9606.ENSP00000395505 | PATE3 | 98
9606.ENSP00000395535 | MECP2 | 498
9606.ENSP00000395538 | TNRC18 | 2968
9606.ENSP00000395574 | ELOA | 798
9606.ENSP00000395587 | CTAGE9 | 777
9606.ENSP00000395590 | IFI35 | 288
9606.ENSP00000395704 | CXCR6 | 342
9606.ENSP00000395708 | RAPGEF3 | 923
9606.ENSP00000395723 | ZNF200 | 395
9606.ENSP00000395733 | ZNF737 | 536
9606.ENSP00000395738 | TRMT2A | 643
9606.ENSP00000395772 | GNL3 | 549
9606.ENSP00000395793 | WDR20 | 612
9606.ENSP00000395835 | ITPRID1 | 1062
9606.ENSP00000395929 | NSD1 | 2696
9606.ENSP00000395983 | SLC12A4 | 1087
9606.ENSP00000396045 | PLA2G4B | 781
9606.ENSP00000396052 | BRMS1 | 290
9606.ENSP00000396068 | UBR3 | 1888
9606.ENSP00000396085 | OR6V1 | 313
9606.ENSP00000396160 | FBRSL1 | 1045
9606.ENSP00000396163 | CLEC2A | 174
9606.ENSP00000396198 | FGF13 | 255
9606.ENSP00000396225 | DELE1 | 515
9606.ENSP00000396234 | DEPDC4 | 294
9606.ENSP00000396301 | IK | 557
9606.ENSP00000396304 | CLDN25 | 229
9606.ENSP00000396308 | DHFR | 187
9606.ENSP00000396320 | SCN4A | 1836
9606.ENSP00000396330 | HLA-DQB2 | 264
9606.ENSP00000396345 | CHD9 | 2897
9606.ENSP00000396379 | ZNF302 | 443
9606.ENSP00000396441 | GPATCH4 | 375
9606.ENSP00000396445 | OSGIN2 | 549
9606.ENSP00000396452 | PUDP | 251
9606.ENSP00000396467 | MAPKAPK3 | 382
9606.ENSP00000396523 | SLC35G6 | 338
9606.ENSP00000396593 | DYTN | 578
9606.ENSP00000396615 | GLB1L3 | 653
9606.ENSP00000396622 | MROH7 | 1323
9606.ENSP00000396628 | TEX264 | 313
9606.ENSP00000396648 | PRR23C | 262
9606.ENSP00000396673 | FTSJ3 | 847
9606.ENSP00000396688 | C4A | 1744
9606.ENSP00000396722 | NTM | 355
9606.ENSP00000396747 | ANKRD60 | 345
9606.ENSP00000396749 | KANSL3 | 878
9606.ENSP00000396755 | CNTD2 | 307
9606.ENSP00000396843 | NFIC | 508
9606.ENSP00000396857 | ZNF697 | 545
9606.ENSP00000396915 | SCN1B | 268
9606.ENSP00000396918 | URGCP | 931
9606.ENSP00000396935 | RUBCNL | 662
9606.ENSP00000396936 | PRR29 | 236
9606.ENSP00000396937 | PSMD13 | 378
9606.ENSP00000396954 | ATF5 | 282
9606.ENSP00000396976 | BAHD1 | 780
9606.ENSP00000396995 | TENT4B | 698
9606.ENSP00000397002 | TEX22 | 150
9606.ENSP00000397026 | GRIK2 | 908
9606.ENSP00000397039 | SMIM34A | 139
9606.ENSP00000397050 | PPM1N | 430
9606.ENSP00000397073 | TRIM10 | 481
9606.ENSP00000397082 | SFTPA1 | 263
9606.ENSP00000397103 | GAGE12C | 117
9606.ENSP00000397133 | PRKAG3 | 489
9606.ENSP00000397151 | TSPY10 | 294
9606.ENSP00000397157 | PERP | 193
9606.ENSP00000397172 | BLCAP | 87
9606.ENSP00000397178 | ZNF300 | 620
9606.ENSP00000397181 | RGS4 | 302
9606.ENSP00000397188 | FAM104B | 116
9606.ENSP00000397239 | KDM4E | 506
9606.ENSP00000397249 | BZW2 | 419
9606.ENSP00000397259 | ATXN7L3 | 354
9606.ENSP00000397261 | SELENBP1 | 514
9606.ENSP00000397269 | FAM136A | 245
9606.ENSP00000397297 | NTF3 | 270
9606.ENSP00000397312 | LRRN3 | 708
9606.ENSP00000397351 | GRID2IP | 1211
9606.ENSP00000397394 | C19orf25 | 118
9606.ENSP00000397402 | TSEN34 | 315
9606.ENSP00000397415 | RLN3 | 142
9606.ENSP00000397435 | TSC22D1 | 1073
9606.ENSP00000397441 | COG6 | 657
9606.ENSP00000397459 | DUSP22 | 205
9606.ENSP00000397552 | ACTL6A | 429
9606.ENSP00000397563 | TENT2 | 484
9606.ENSP00000397566 | GTF2IRD1 | 976
9606.ENSP00000397598 | KY | 661
9606.ENSP00000397655 | ASB15 | 588
9606.ENSP00000397673 | ALKBH8 | 667
9606.ENSP00000397679 | ENDOU | 410
9606.ENSP00000397693 | ZNF28 | 718
9606.ENSP00000397843 | TMA7 | 64
9606.ENSP00000397863 | IL34 | 242
9606.ENSP00000397881 | PET117 | 81
9606.ENSP00000397900 | MRO | 262
9606.ENSP00000397908 | LPIN1 | 975
9606.ENSP00000397911 | SP140L | 580
9606.ENSP00000397925 | ATP2C2 | 975
9606.ENSP00000397927 | POLDIP3 | 438
9606.ENSP00000397947 | PLEKHA8 | 519
9606.ENSP00000397968 | CROCC2 | 1655
9606.ENSP00000398017 | CLDN9 | 217
9606.ENSP00000398064 | HIGD1A | 107
9606.ENSP00000398076 | ATP9B | 1147
9606.ENSP00000398083 | TMEM243 | 118
9606.ENSP00000398089 | ZNF821 | 412
9606.ENSP00000398106 | ZBED5 | 693
9606.ENSP00000398124 | E2F5 | 346
9606.ENSP00000398131 | GSPT1 | 637
9606.ENSP00000398181 | ALKBH2 | 261
9606.ENSP00000398211 | TTC21A | 1320
9606.ENSP00000398273 | SOX5 | 763
9606.ENSP00000398342 | PPP1R14D | 200
9606.ENSP00000398350 | C11orf68 | 293
9606.ENSP00000398368 | LIFR | 1097
9606.ENSP00000398401 | FAM133B | 247
9606.ENSP00000398410 | KDM8 | 454
9606.ENSP00000398454 | GOLGA8N | 632
9606.ENSP00000398481 | CADPS2 | 1296
9606.ENSP00000398502 | EEF2KMT | 330
9606.ENSP00000398523 | CALCOCO2 | 470
9606.ENSP00000398559 | CT47A3 | 288
9606.ENSP00000398560 | SPATA13 | 1277
9606.ENSP00000398568 | PRF1 | 555
9606.ENSP00000398596 | TAMM41 | 337
9606.ENSP00000398597 | EXOSC6 | 272
9606.ENSP00000398610 | ANXA11 | 505
9606.ENSP00000398617 | FAM71E2 | 922
9606.ENSP00000398619 | KRTAP25-1 | 102
9606.ENSP00000398629 | GNG4 | 75
9606.ENSP00000398632 | CD44 | 742
9606.ENSP00000398637 | ARL13A | 256
9606.ENSP00000398655 | ITK | 620
9606.ENSP00000398688 | VWA5B2 | 1242
9606.ENSP00000398698 | TNF | 233
9606.ENSP00000398722 | CHID1 | 418
9606.ENSP00000398725 | C2orf74 | 115
9606.ENSP00000398736 | CCN1 | 381
9606.ENSP00000398778 | RELL1 | 271
9606.ENSP00000398789 | SNX13 | 957
9606.ENSP00000398798 | ZNF142 | 1687
9606.ENSP00000398803 | TSTA3 | 321
9606.ENSP00000398824 | PHF21A | 680
9606.ENSP00000398832 | AGTR1 | 394
9606.ENSP00000398837 | KMT2B | 2715
9606.ENSP00000398880 | CDK12 | 1490
9606.ENSP00000398882 | DOHH | 302
9606.ENSP00000398890 | HLA-DMB | 263
9606.ENSP00000399013 | CNTNAP5 | 1306
9606.ENSP00000399136 | SLC6A12 | 614
9606.ENSP00000399168 | HLA-B | 362
9606.ENSP00000399229 | MXRA8 | 450
9606.ENSP00000399259 | FCHSD1 | 690
9606.ENSP00000399324 | FGF16 | 207
9606.ENSP00000399356 | CT62 | 136
9606.ENSP00000399376 | PRNP | 253
9606.ENSP00000399392 | C3orf52 | 250
9606.ENSP00000399403 | KLC2 | 622
9606.ENSP00000399415 | KYAT1 | 516
9606.ENSP00000399441 | LRRC70 | 622
9606.ENSP00000399457 | DDOST | 456
9606.ENSP00000399465 | ATF7 | 483
9606.ENSP00000399475 | JMJD8 | 285
9606.ENSP00000399485 | LY6H | 161
9606.ENSP00000399511 | TNIK | 1360
9606.ENSP00000399518 | SATB1 | 795
9606.ENSP00000399547 | ANKRD63 | 380
9606.ENSP00000399585 | MRS2 | 446
9606.ENSP00000399588 | GAB3 | 587
9606.ENSP00000399679 | PRG4 | 1404
9606.ENSP00000399700 | PLAC8 | 115
9606.ENSP00000399709 | BEST1 | 604
9606.ENSP00000399711 | CT47A6 | 288
9606.ENSP00000399718 | MBIP | 344
9606.ENSP00000399745 | CHRM2 | 466
9606.ENSP00000399751 | LRCH3 | 803
9606.ENSP00000399797 | MOV10 | 1003
9606.ENSP00000399805 | CRYZ | 329
9606.ENSP00000399808 | HOXC4 | 264
9606.ENSP00000399851 | POLG | 1239
9606.ENSP00000399862 | CNOT10 | 804
9606.ENSP00000399863 | ZNF839 | 927
9606.ENSP00000399888 | HMGA1 | 107
9606.ENSP00000399903 | NBEAL1 | 2694
9606.ENSP00000399968 | NCOA2 | 1464
9606.ENSP00000399970 | PPP2R2D | 453
9606.ENSP00000399979 | SLC52A1 | 448
9606.ENSP00000399982 | TAF6 | 714
9606.ENSP00000400010 | PTPRJ | 1337
9606.ENSP00000400041 | KRTAP5-2 | 177
9606.ENSP00000400046 | CT47A8 | 288
9606.ENSP00000400057 | ASRGL1 | 308
9606.ENSP00000400099 | RIPOR1 | 1239
9606.ENSP00000400101 | SLC25A13 | 676
9606.ENSP00000400113 | ZDHHC13 | 622
9606.ENSP00000400142 | EWSR1 | 661
9606.ENSP00000400157 | B3GNT9 | 402
9606.ENSP00000400175 | RHOA | 193
9606.ENSP00000400184 | NDUFAF8 | 74
9606.ENSP00000400223 | FJX1 | 437
9606.ENSP00000400224 | TBATA | 352
9606.ENSP00000400252 | DNAI2 | 605
9606.ENSP00000400312 | ULK3 | 472
9606.ENSP00000400333 | SNX27 | 541
9606.ENSP00000400341 | FOXA2 | 463
9606.ENSP00000400365 | LAMA2 | 3122
9606.ENSP00000400376 | ERAP2 | 960
9606.ENSP00000400391 | ZNF146 | 292
9606.ENSP00000400433 | HNRNPF | 415
9606.ENSP00000400459 | SNAP91 | 907
9606.ENSP00000400471 | TMEM106C | 250
9606.ENSP00000400482 | CMTM3 | 182
9606.ENSP00000400500 | THAP5 | 395
9606.ENSP00000400513 | FASTKD1 | 847
9606.ENSP00000400533 | CCL24 | 119
9606.ENSP00000400591 | SNRPE | 92
9606.ENSP00000400646 | PNPT1 | 783
9606.ENSP00000400669 | IQCD | 449
9606.ENSP00000400717 | GNA13 | 377
9606.ENSP00000400839 | SLC35G2 | 412
9606.ENSP00000400852 | ZNF736 | 427
9606.ENSP00000400870 | AARSD1 | 412
9606.ENSP00000400878 | ZNF234 | 700
9606.ENSP00000400880 | USP17L11 | 530
9606.ENSP00000400882 | CAPNS2 | 248
9606.ENSP00000400887 | PPIP5K1 | 1433
9606.ENSP00000400892 | TESPA1 | 521
9606.ENSP00000400894 | PENK | 267
9606.ENSP00000400906 | UBE2L3 | 212
9606.ENSP00000400908 | MYBPC1 | 1173
9606.ENSP00000400921 | SLAIN1 | 590
9606.ENSP00000400932 | SLC35G1 | 365
9606.ENSP00000400997 | ZNF780A | 642
9606.ENSP00000401010 | CAPZB | 301
9606.ENSP00000401018 | GINS3 | 255
9606.ENSP00000401023 | HECTD2 | 780
9606.ENSP00000401076 | BARGIN | 605
9606.ENSP00000401089 | ANKRD34C | 535
9606.ENSP00000401112 | SATB2 | 733
9606.ENSP00000401115 | SS18L2 | 77
9606.ENSP00000401145 | GAS2 | 313
9606.ENSP00000401191 | BUD23 | 298
9606.ENSP00000401197 | USP19 | 1419
9606.ENSP00000401237 | NAA60 | 249
9606.ENSP00000401264 | CTPS2 | 586
9606.ENSP00000401277 | CBLL1 | 491
9606.ENSP00000401303 | SHC1 | 584
9606.ENSP00000401306 | FSIP2 | 6907
9606.ENSP00000401310 | FRG2B | 278
9606.ENSP00000401328 | PRSS48 | 328
