partner_id,partner_name,gene_name,uniprot_id,genbank_gene_id,genbank_protein_id,hgnc_id,organism,taxonomy_id
BE0004547,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",SIRT3,Q9NTG7,,,HGNC:14931,Humans,9606
BE0004549,Ephrin type-B receptor 2,EPHB2,P29323,,,HGNC:3393,Humans,9606
BE0004550,Gamma-enolase,ENO2,P09104,,,HGNC:3353,Humans,9606
BE0004551,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,CTDSP1,Q9GZU7,,,HGNC:21614,Humans,9606
BE0004552,Cyclin-dependent kinases regulatory subunit 1,CKS1B,P61024,,,HGNC:19083,Humans,9606
BE0004554,T-complex protein 1 subunit gamma,CCT3,P49368,,,HGNC:1616,Humans,9606
BE0004555,Pterin-4-alpha-carbinolamine dehydratase,PCBD1,P61457,,,HGNC:8646,Humans,9606
BE0004557,Neuronal calcium sensor 1,NCS1,P62166,,,HGNC:3953,Humans,9606
BE0004558,Ras-related protein Rab-11A,RAB11A,P62491,,,HGNC:9760,Humans,9606
BE0004559,GTP-binding nuclear protein Ran,RAN,P62826,,,HGNC:9846,Humans,9606
BE0004560,Polyubiquitin-B,UBB,P0CG47,,,HGNC:12463,Humans,9606
BE0004562,Ras-related protein Ral-A,RALA,P11233,,,HGNC:9839,Humans,9606
BE0004563,Serine protease inhibitor Kazal-type 6,SPINK6,Q6UWN8,,,HGNC:29486,Humans,9606
BE0004564,N-acylneuraminate cytidylyltransferase,CMAS,Q8NFW8,,,HGNC:18290,Humans,9606
BE0004565,Fructose-bisphosphate aldolase B,ALDOB,P05062,,,HGNC:417,Humans,9606
BE0004566,L-amino-acid oxidase,IL4I1,Q96RQ9,,,HGNC:19094,Humans,9606
BE0004568,Carboxypeptidase D,CPD,O75976,,,HGNC:2301,Humans,9606
BE0004569,Acylphosphatase-2,ACYP2,P14621,,,HGNC:180,Humans,9606
BE0004570,14-3-3 protein epsilon,YWHAE,P62258,,,HGNC:12851,Humans,9606
BE0004571,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",BCKDK,O14874,,,HGNC:16902,Humans,9606
BE0004572,Transitional endoplasmic reticulum ATPase,VCP,P55072,,,HGNC:12666,Humans,9606
BE0004573,Ubiquitin-like modifier-activating enzyme 1,UBA1,P22314,,,HGNC:12469,Humans,9606
BE0004574,ERO1-like protein beta,ERO1B,Q86YB8,,,HGNC:14355,Humans,9606
BE0004577,Hydroxyacid oxidase 2,HAO2,Q9NYQ3,,,HGNC:4810,Humans,9606
BE0004578,Histone acetyltransferase KAT5,KAT5,Q92993,,,HGNC:5275,Humans,9606
BE0004579,Sorting nexin-3,SNX3,O60493,,,HGNC:11174,Humans,9606
BE0004580,FAD-linked sulfhydryl oxidase ALR,GFER,P55789,,,HGNC:4236,Humans,9606
BE0004581,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMARCA5,O60264,,,HGNC:11101,Humans,9606
BE0004582,Uridine-cytidine kinase-like 1,UCKL1,Q9NWZ5,,,HGNC:15938,Humans,9606
BE0004583,Histone acetyltransferase KAT2A,KAT2A,Q92830,,,HGNC:4201,Humans,9606
BE0004584,Serotonin N-acetyltransferase,AANAT,Q16613,,,HGNC:19,Humans,9606
BE0004585,2'-5'-oligoadenylate synthase 1,OAS1,P00973,,,HGNC:8086,Humans,9606
BE0004586,Catechol O-methyltransferase domain-containing protein 1,COMTD1,Q86VU5,,,HGNC:26309,Humans,9606
BE0004590,Phosphoserine phosphatase,PSPH,P78330,,,HGNC:9577,Humans,9606
BE0004592,Sialoadhesin,SIGLEC1,Q9BZZ2,,,HGNC:11127,Humans,9606
BE0004593,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,Q01082,,,HGNC:11275,Humans,9606
BE0004594,GTP-binding protein Rheb,RHEB,Q15382,,,HGNC:10011,Humans,9606
BE0004597,Protein arginine N-methyltransferase 1,PRMT1,Q99873,,,HGNC:5187,Humans,9606
BE0004598,Spliceosome RNA helicase DDX39B,DDX39B,Q13838,,,HGNC:13917,Humans,9606
BE0004601,Aurora kinase C,AURKC,Q9UQB9,,,HGNC:11391,Humans,9606
BE0004602,Rho-related GTP-binding protein RhoE,RND3,P61587,,,HGNC:671,Humans,9606
BE0004604,"Lactosylceramide alpha-2,3-sialyltransferase",ST3GAL5,Q9UNP4,,,HGNC:10872,Humans,9606
BE0004605,Selenocysteine lyase,SCLY,Q96I15,,,HGNC:18161,Humans,9606
BE0004606,Versican core protein,VCAN,P13611,,,HGNC:2464,Humans,9606
BE0004608,Sterol O-acyltransferase 2,SOAT2,O75908,,,HGNC:11178,Humans,9606
BE0004610,Ig alpha-2 chain C region,IGHA2,P01877,,,HGNC:5479,Humans,9606
BE0004612,Immunoglobulin superfamily member 10,IGSF10,Q6WRI0,,,HGNC:26384,Humans,9606
BE0004613,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,Q96PD5,,,HGNC:30013,Humans,9606
BE0004614,Ribosomal protein S6 kinase alpha-4,RPS6KA4,O75676,,,HGNC:10433,Humans,9606
BE0004615,Pyrroline-5-carboxylate reductase 3,PYCRL,Q53H96,,,HGNC:25846,Humans,9606
BE0004618,Cell division control protein 42 homolog,CDC42,P60953,,,HGNC:1736,Humans,9606
BE0004619,Alpha-N-acetylgalactosaminidase,NAGA,P17050,,,HGNC:7631,Humans,9606
BE0004622,Kinesin-like protein KIF2C,KIF2C,Q99661,,,HGNC:6393,Humans,9606
BE0004623,Gamma-glutamylaminecyclotransferase,GGACT,Q9BVM4,,,HGNC:25100,Humans,9606
BE0004624,Transient receptor potential cation channel subfamily M member 7,TRPM7,Q96QT4,,,HGNC:17994,Humans,9606
BE0004625,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,O14964,,,HGNC:4897,Humans,9606
BE0004626,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,Q9BV57,,,HGNC:30576,Humans,9606
BE0004627,ADP-ribosylation factor-like protein 5B,ARL5B,Q96KC2,,,HGNC:23052,Humans,9606
BE0004629,Exostosin-like 2,EXTL2,Q9UBQ6,,,HGNC:3516,Humans,9606
BE0004630,Mannan-binding lectin serine protease 2,MASP2,O00187,,,HGNC:6902,Humans,9606
BE0004631,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,HCN2,Q9UL51,,,HGNC:4846,Humans,9606
BE0004632,Serine/threonine-protein kinase TAO2,TAOK2,Q9UL54,,,HGNC:16835,Humans,9606
BE0004633,GTP-binding protein SAR1b,SAR1B,Q9Y6B6,,,HGNC:10535,Humans,9606
BE0004634,Interferon-inducible GTPase 5,IRGC,Q6NXR0,,,HGNC:28835,Humans,9606
BE0004636,Eukaryotic translation initiation factor 2 subunit 3,EIF2S3,P41091,,,HGNC:3267,Humans,9606
BE0004637,Polycomb protein SCMH1,SCMH1,Q96GD3,,,HGNC:19003,Humans,9606
BE0004638,ADP-ribosylation factor-like protein 3,ARL3,P36405,,,HGNC:694,Humans,9606
BE0004639,"Thymidine kinase 2, mitochondrial",TK2,O00142,,,HGNC:11831,Humans,9606
BE0004640,Carboxypeptidase Q,CPQ,Q9Y646,,,HGNC:16910,Humans,9606
BE0004641,Peroxiredoxin-6,PRDX6,P30041,,,HGNC:16753,Humans,9606
BE0004655,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,O15111,,,HGNC:1974,Humans,9606
BE0004659,Smoothened homolog,SMO,Q99835,,,HGNC:11119,Humans,9606
BE0004660,"Keratin, type I cytoskeletal 12",KRT12,Q99456,,,HGNC:6414,Humans,9606
BE0004661,Acetylcholine receptor subunit alpha,CHRNA1,P02708,,,HGNC:1955,Humans,9606
BE0004662,Acetylcholine receptor subunit beta,CHRNB1,P11230,,,HGNC:1961,Humans,9606
BE0004663,Acetylcholine receptor subunit delta,CHRND,Q07001,,,HGNC:1965,Humans,9606
BE0004664,Acetylcholine receptor subunit gamma,CHRNG,P07510,,,HGNC:1967,Humans,9606
BE0004665,Acetylcholine receptor subunit epsilon,CHRNE,Q04844,,,HGNC:1966,Humans,9606
BE0004671,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,P31327,,,HGNC:2323,Humans,9606
BE0004672,Coagulation factor XII,F12,P00748,,,HGNC:3530,Humans,9606
BE0004674,Chromaffin granule amine transporter,SLC18A1,P54219,,,HGNC:10934,Humans,9606
BE0004684,High affinity immunoglobulin gamma Fc receptor IB,FCGR1B,Q92637,,,HGNC:3614,Humans,9606
BE0004685,Complement C4-A,C4A,P0C0L4,,,HGNC:1323,Humans,9606
BE0004686,Complement C4-B,C4B,P0C0L5,,,HGNC:1324,Humans,9606
BE0004688,5-hydroxytryptamine receptor 5A,HTR5A,P47898,,,HGNC:5300,Humans,9606
BE0004689,Myc proto-oncogene protein,MYC,P01106,,,HGNC:7553,Humans,9606
BE0004698,Neutral alpha-glucosidase AB,GANAB,Q14697,,,HGNC:4138,Humans,9606
BE0004699,Neutral alpha-glucosidase C,GANC,Q8TET4,,,HGNC:4139,Humans,9606
BE0004702,Hyaluronan mediated motility receptor,HMMR,O75330,,,HGNC:5012,Humans,9606
BE0004703,Parathyroid hormone 2 receptor,PTH2R,P49190,,,HGNC:9609,Humans,9606
BE0004706,Equilibrative nucleoside transporter 2,SLC29A2,Q14542,,,HGNC:11004,Humans,9606
BE0004714,SH2B adapter protein 3,SH2B3,Q9UQQ2,,,HGNC:29605,Humans,9606
BE0004715,Potassium voltage-gated channel subfamily A member 2,KCNA2,P16389,,,HGNC:6220,Humans,9606
BE0004716,Potassium voltage-gated channel subfamily A member 3,KCNA3,P22001,,,HGNC:6221,Humans,9606
BE0004717,Potassium voltage-gated channel subfamily A member 5,KCNA5,P22460,,,HGNC:6224,Humans,9606
BE0004718,Potassium voltage-gated channel subfamily A member 6,KCNA6,P17658,,,HGNC:6225,Humans,9606
BE0004719,Potassium voltage-gated channel subfamily A member 7,KCNA7,Q96RP8,,,HGNC:6226,Humans,9606
BE0004720,Potassium voltage-gated channel subfamily A member 10,KCNA10,Q16322,,,HGNC:6219,Humans,9606
BE0004721,Potassium voltage-gated channel subfamily B member 1,KCNB1,Q14721,,,HGNC:6231,Humans,9606
BE0004722,Potassium voltage-gated channel subfamily B member 2,KCNB2,Q92953,,,HGNC:6232,Humans,9606
BE0004723,Potassium voltage-gated channel subfamily C member 1,KCNC1,P48547,,,HGNC:6233,Humans,9606
BE0004724,Potassium voltage-gated channel subfamily C member 2,KCNC2,Q96PR1,,,HGNC:6234,Humans,9606
BE0004725,Potassium voltage-gated channel subfamily C member 3,KCNC3,Q14003,,,HGNC:6235,Humans,9606
BE0004726,Potassium voltage-gated channel subfamily D member 1,KCND1,Q9NSA2,,,HGNC:6237,Humans,9606
BE0004731,Protein-tyrosine kinase 6,PTK6,Q13882,,,HGNC:9617,Humans,9606
BE0004733,Sodium- and chloride-dependent GABA transporter 3,SLC6A11,P48066,,,HGNC:11044,Humans,9606
BE0004734,Interleukin-1 alpha,IL1A,P01583,,,HGNC:5991,Humans,9606
BE0004735,Interleukin-1 receptor antagonist protein,IL1RN,P18510,,,HGNC:6000,Humans,9606
BE0004736,Vascular endothelial growth factor B,VEGFB,P49765,,,HGNC:12681,Humans,9606
BE0004737,Proteasome subunit beta type-9,PSMB9,P28065,,,HGNC:9546,Humans,9606
BE0004738,Proteasome subunit beta type-10,PSMB10,P40306,,,HGNC:9538,Humans,9606
BE0004739,Proteasome subunit beta type-8,PSMB8,P28062,,,HGNC:9545,Humans,9606
BE0004741,Discoidin domain-containing receptor 2,DDR2,Q16832,,,HGNC:2731,Humans,9606
BE0004742,Tyrosine-protein kinase FRK,FRK,P42685,,,HGNC:3955,Humans,9606
BE0004743,Breakpoint cluster region protein,BCR,P11274,,,HGNC:1014,Humans,9606
BE0004744,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,P36507,,,HGNC:6842,Humans,9606
BE0004745,Mitogen-activated protein kinase kinase kinase 2,MAP3K2,Q9Y2U5,,,HGNC:6854,Humans,9606
BE0004746,Anoctamin-1,ANO1,Q5XXA6,,,HGNC:21625,Humans,9606
BE0004753,Sodium/glucose cotransporter 2,SLC5A2,P31639,,,HGNC:11037,Humans,9606
BE0004755,Protein cereblon,CRBN,Q96SW2,,,HGNC:30185,Humans,9606
BE0004756,Kelch-like ECH-associated protein 1,KEAP1,Q14145,,,HGNC:23177,Humans,9606
BE0004757,Serine/threonine-protein kinase SIK1,SIK1,P57059,,,HGNC:11142,Humans,9606
BE0004758,Serine/threonine-protein kinase Nek11,NEK11,Q8NG66,,,HGNC:18593,Humans,9606
BE0004759,LIM domain kinase 1,LIMK1,P53667,,,HGNC:6613,Humans,9606
BE0004768,Acid-sensing ion channel 3,ASIC3,Q9UHC3,,,HGNC:101,Humans,9606
BE0004769,Y+L amino acid transporter 1,SLC7A7,Q9UM01,,,HGNC:11065,Humans,9606
BE0004772,Receptor tyrosine-protein kinase erbB-4,ERBB4,Q15303,,,HGNC:3432,Humans,9606
BE0004775,Equilibrative nucleoside transporter 4,SLC29A4,Q7RTT9,,,HGNC:23097,Humans,9606
BE0004776,Sodium- and chloride-dependent GABA transporter 2,SLC6A13,Q9NSD5,,,HGNC:11046,Humans,9606
BE0004777,Sodium- and chloride-dependent betaine transporter,SLC6A12,P48065,,,HGNC:11045,Humans,9606
BE0004778,Metallothionein-1A,MT1A,P04731,,,HGNC:7393,Humans,9606
BE0004779,Metallothionein-2,MT2A,P02795,,,HGNC:7406,Humans,9606
BE0004782,Solute carrier family 22 member 12,SLC22A12,Q96S37,,,HGNC:17989,Humans,9606
BE0004790,HLA-DR,HLA-DRA,P01903,,,HGNC:4947,Humans,9606
BE0004797,GABA-A receptor (anion channel),GABRA1,P14867,X13584,31631,HGNC:4075,Humans,9606
BE0004841,Gamma-hydroxybutyrate (GHB) receptor,SLC52A2,Q9HAB3,,,HGNC:30224,Humans,9606
BE0004852,Glutamate (NMDA) receptor,GRIN1,Q05586,D13515,219920,HGNC:4584,Humans,9606
BE0004857,Glycine receptor (alpha-1/beta),GLRA1,P23415,X52009,31851,HGNC:4326,Humans,9606
BE0004862,Serotonin Receptors,HTR1A,P08908,M28269,189928,HGNC:5286,Humans,9606
BE0004863,Alpha-1 adrenergic receptors,ADRA1A,P35348,D25235,433201,HGNC:277,Humans,9606
BE0004864,Alpha-2 adrenergic receptors,ADRA2A,P08913,M23533,178196,HGNC:281,Humans,9606
BE0004866,Cytochrome P450 3A Subfamily,CYP3A4,P08684,M18907,,HGNC:2637,Humans,9606
BE0004872,Beta adrenergic receptor,ADRB1,P08588,J03019,178200,HGNC:285,Humans,9606
BE0004873,Steroid 21-hydroxylase,CYP21A2,P08686,,,HGNC:2600,Humans,9606
BE0004874,Serine-protein kinase ATM,ATM,Q13315,,,HGNC:795,Humans,9606
BE0004876,Ribosomal protein S6 kinase alpha-3,RPS6KA3,P51812,,,HGNC:10432,Humans,9606
BE0004877,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,Q15125,,,HGNC:3133,Humans,9606
BE0004878,"Nuclear factor of activated T-cells, cytoplasmic 1",NFATC1,O95644,,,HGNC:7775,Humans,9606
BE0004879,alpha1-acid glycoprotein,ORM1,P02763,X02544,757907,HGNC:8498,Humans,9606
BE0004881,5-hydroxytryptamine 2 receptor,HTR2A,P28223,S42168,36431,HGNC:5293,Humans,9606
BE0004887,3-oxo-5-alpha-steroid 4-dehydrogenase,SRD5A1,P18405,M32313,177767,HGNC:11284,Humans,9606
BE0004888,Alpha adrenergic receptor,ADRA1A,P35348,D25235,433201,HGNC:277,Humans,9606
BE0004889,D(1) dopamine receptor,DRD1,P21728,X55760,30397,HGNC:3020,Humans,9606
BE0004890,Muscarinic acetylcholine receptor,CHRM1,P11229,X52068,34451,HGNC:1950,Humans,9606
BE0004895,Protein kinase C,PRKCA,P17252,X52479,35483,HGNC:9393,Humans,9606
BE0004896,Membrane-associated progesterone receptor component 1,PGRMC1,O00264,,,HGNC:16090,Humans,9606
BE0004897,Sigma receptor,PGRMC1,O00264,,,HGNC:16090,Humans,9606
BE0004901,Sodium channel protein,SCN1A,P35498,AF225985,12642270,HGNC:10585,Humans,9606
BE0004902,Voltage-dependent calcium channel,CACNG1,Q06432,L07738,306473,HGNC:1405,Humans,9606
BE0004903,Nuclear factor NF-kappa-B,NFKB2,Q00653,X61498,,HGNC:7795,Humans,9606
BE0004904,NADPH oxidase,CYBB,P04839,,,HGNC:2578,Humans,9606
BE0004905,ATP-sensitive potassium channel,KCNJ1,P48048,U12541,529313,HGNC:6255,Humans,9606
BE0004906,Calcium-activated potassium channel,KCNMA1,Q12791,U13913,537439,HGNC:6284,Humans,9606
BE0004907,5'-AMP-activated protein kinase,PRKAA1,Q13131,AB022017,4115829,HGNC:9376,Humans,9606
BE0004909,Monoamine oxidase,MAOA,P21397,M68840,187353,HGNC:6833,Humans,9606
BE0004914,"Inositol 1,4,5-trisphosphate receptor",ITPR1,Q14643,,,HGNC:6180,Humans,9606
BE0004922,Cyclic nucleotide phosphodiesterase,PDE1A,P54750,U40370,1151109,HGNC:8774,Humans,9606
BE0004923,Mitochondrial ATP-sensitive potassium channel,KCNJ11,Q14654,D50582,1088445,HGNC:6257,Humans,9606
BE0004924,activator protein 1,ATF1,P18846,,,HGNC:783,Humans,9606
BE0004930,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,Q07021,,,HGNC:1243,Humans,9606
BE0004933,Hyaluronan and proteoglycan link protein 1,HAPLN1,P10915,,,HGNC:2380,Humans,9606
BE0004935,Hyaluronan and proteoglycan link protein 3,HAPLN3,Q96S86,,,HGNC:21446,Humans,9606
BE0004936,Hyaluronan and proteoglycan link protein 4,HAPLN4,Q86UW8,,,HGNC:31357,Humans,9606
BE0004940,Hyaluronan-binding protein 2,HABP2,Q14520,,,HGNC:4798,Humans,9606
BE0004941,Inosine-5'-monophosphate dehydrogenase,IMPDH1,P20839,J05272,307067,HGNC:6052,Humans,9606
BE0004942,Interphotoreceptor matrix proteoglycan 2,IMPG2,Q9BZV3,,,HGNC:18362,Humans,9606
BE0004943,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,,,HGNC:17062,Humans,9606
BE0004944,Layilin,LAYN,Q6UX15,,,HGNC:29471,Humans,9606
BE0004946,"Myosin light chain kinase 2, skeletal/cardiac muscle",MYLK2,Q9H1R3,,,HGNC:16243,Humans,9606
BE0004948,Stabilin-2,STAB2,Q8WWQ8,,,HGNC:18629,Humans,9606
BE0004951,DNA topoisomerase 2,TOP2A,P11388,J04088,292830,HGNC:11989,Humans,9606
BE0004952,Tumor necrosis factor-inducible gene 6 protein,TNFAIP6,P98066,,,HGNC:11898,Humans,9606
BE0004956,NMDA receptor,GRIN1,Q05586,D13515,219920,HGNC:4584,Humans,9606
BE0004957,5-hydroxytryptamine receptor 2,HTR2A,P28223,S42168,36431,HGNC:5293,Humans,9606
BE0004958,5-hydroxytryptamine receptor 1,HTR1A,P08908,M28269,189928,HGNC:5286,Humans,9606
BE0004965,Thioredoxin,TXN,P10599,,,HGNC:12435,Humans,9606
BE0004966,"Actin, cytoplasmic 1",ACTB,P60709,,,HGNC:132,Humans,9606
BE0005001,Steroid hormone receptor ERR2,ESRRB,O95718,,,HGNC:3473,Humans,9606
BE0005013,"Actin, cytoplasmic 2",ACTG1,P63261,,,HGNC:144,Humans,9606
BE0005015,Arsenite methyltransferase,AS3MT,Q9HBK9,,,HGNC:17452,Humans,9606
BE0005034,Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,P50993,,,HGNC:800,Humans,9606
BE0005047,Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,P13637,,,HGNC:801,Humans,9606
BE0005056,Apolipoprotein D,APOD,P05090,,,HGNC:612,Humans,9606
BE0005076,"Actin, aortic smooth muscle",ACTA2,P62736,,,HGNC:130,Humans,9606
BE0005089,Ig gamma-4 chain C region,IGHG4,P01861,,,HGNC:5528,Humans,9606
BE0005097,Ig alpha-1 chain C region,IGHA1,P01876,,,HGNC:5478,Humans,9606
BE0005098,Ig mu chain C region,IGHM,P01871,,,HGNC:5541,Humans,9606
BE0005108,Voltage-dependent calcium channel gamma-2 subunit,CACNG2,Q9Y698,,,HGNC:1406,Humans,9606
BE0005131,Histone H1.4,HIST1H1E,P10412,,,HGNC:4718,Humans,9606
BE0005156,Histone H2B type 1-C/E/F/G/I,HIST1H2BC,P62807,,,HGNC:4757,Humans,9606
BE0005187,Inward rectifier potassium channel 4,KCNJ4,P48050,,,HGNC:6265,Humans,9606
BE0005190,G protein-activated inward rectifier potassium channel 3,KCNJ9,Q92806,,,HGNC:6270,Humans,9606
BE0005191,Potassium voltage-gated channel subfamily H member 1,KCNH1,O95259,,,HGNC:6250,Humans,9606
BE0005259,Regucalcin,RGN,Q15493,,,HGNC:9989,Humans,9606
BE0005274,Neurexin-1,NRXN1,Q9ULB1,,,HGNC:8008,Humans,9606
BE0005284,Chloride intracellular channel protein 1,CLIC1,O00299,,,HGNC:2062,Humans,9606
BE0005295,Ryanodine receptor 2,RYR2,Q92736,,,HGNC:10484,Humans,9606
BE0005300,cGMP-gated cation channel alpha-1,CNGA1,P29973,,,HGNC:2148,Humans,9606
BE0005435,Casein kinase II subunit beta,CSNK2B,P67870,,,HGNC:2460,Humans,9606
BE0005459,ADP-ribosyl cyclase 1,CD38,P28907,,,HGNC:1667,Humans,9606
BE0005461,CCAAT/enhancer-binding protein beta,CEBPB,P17676,,,HGNC:1834,Humans,9606
BE0005467,C-type lectin domain family 14 member A,CLEC14A,Q86T13,,,HGNC:19832,Humans,9606
BE0005499,P2Y purinoceptor 11,P2RY11,Q96G91,,,HGNC:8540,Humans,9606
BE0005510,Probable G-protein coupled receptor 133,ADGRD1,Q6QNK2,,,HGNC:19893,Humans,9606
BE0005530,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PTEN,P60484,,,HGNC:9588,Humans,9606
BE0005533,Selenoprotein P,SEPP1,P49908,,,HGNC:10751,Humans,9606
BE0005538,DAN domain family member 5,DAND5,Q8N907,,,HGNC:26780,Humans,9606
BE0005539,Tyrosine-protein kinase Fgr,FGR,P09769,,,HGNC:3697,Humans,9606
BE0005540,Sterol regulatory element-binding protein 1,SREBF1,P36956,,,HGNC:11289,Humans,9606
BE0005551,Transcription factor p65,RELA,Q04206,,,HGNC:9955,Humans,9606
BE0005561,Platelet-activating factor receptor,PTAFR,P25105,,,HGNC:9582,Humans,9606
BE0005562,G-protein coupled receptor 35,GPR35,Q9HC97,,,HGNC:4492,Humans,9606
BE0005587,Ephrin type-A receptor 5,EPHA5,P54756,,,HGNC:3389,Humans,9606
BE0005595,Mitogen-activated protein kinase kinase kinase MLT,ZAK,Q9NYL2,,,,Humans,9606
BE0005767,Ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,P09936,,,HGNC:12513,Humans,9606
BE0005770,Metallothionein-3,MT3,P25713,,,HGNC:7408,Humans,9606
BE0005788,G-protein coupled bile acid receptor 1,GPBAR1,Q8TDU6,,,HGNC:19680,Humans,9606
BE0005793,P2X purinoceptor 4,P2RX4,Q99571,,,HGNC:8535,Humans,9606
BE0005795,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO,Q9C0B1,,,HGNC:24678,Humans,9606
BE0005802,G-protein coupled receptor 55,GPR55,Q9Y2T6,,,HGNC:4511,Humans,9606
BE0005803,NADPH oxidase 1,NOX1,Q9Y5S8,,,HGNC:7889,Humans,9606
BE0005806,Dihydropyrimidinase-related protein 2,DPYSL2,Q16555,,,HGNC:3014,Humans,9606
BE0005807,Alpha-enolase,ENO1,P06733,,,HGNC:3350,Humans,9606
BE0005808,Protein PML,PML,P29590,,,HGNC:9113,Humans,9606
BE0005812,Programmed cell death protein 6,PDCD6,O75340,,,HGNC:8765,Humans,9606
BE0005813,Matrix Gla protein,MGP,P08493,,,HGNC:7060,Humans,9606
BE0005814,Protocadherin-19,PCDH19,Q8TAB3,,,HGNC:14270,Humans,9606
BE0005815,Copper chaperone for superoxide dismutase,CCS,O14618,,,HGNC:1613,Humans,9606
BE0005816,Hephaestin-like protein 1,HEPHL1,Q6MZM0,,,HGNC:30477,Humans,9606
BE0005817,Endonuclease 8-like 2,NEIL2,Q969S2,,,HGNC:18956,Humans,9606
BE0005818,"Protein SCO1 homolog, mitochondrial",SCO1,O75880,,,HGNC:10603,Humans,9606
BE0005819,Nucleolar and coiled-body phosphoprotein 1,NOLC1,Q14978,,,HGNC:15608,Humans,9606
BE0005820,Fibroblast growth factor 19,FGF19,O95750,,,HGNC:3675,Humans,9606
BE0005824,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,TAB1,Q15750,,,HGNC:18157,Humans,9606
BE0005827,Bifunctional protein NCOAT,MGEA5,O60502,,,HGNC:7056,Humans,9606
BE0005828,Lipocalin-1,LCN1,P31025,,,HGNC:6525,Humans,9606
BE0005829,Odorant-binding protein 2a,OBP2A,Q9NY56,,,HGNC:23380,Humans,9606
BE0005831,B1 bradykinin receptor,BDKRB1,P46663,,,HGNC:1029,Humans,9606
BE0005833,Semenogelin-1,SEMG1,P04279,,,HGNC:10742,Humans,9606
BE0005834,Apoptosis regulatory protein Siva,SIVA1,O15304,,,HGNC:17712,Humans,9606
BE0005835,Utrophin,UTRN,P46939,,,HGNC:12635,Humans,9606
BE0005844,Peroxiredoxin-1,PRDX1,Q06830,,,HGNC:9352,Humans,9606
BE0005852,Apolipoprotein B receptor,APOBR,Q0VD83,,,HGNC:24087,Humans,9606
BE0005863,Interleukin-17A,IL17A,Q16552,,,HGNC:5981,Humans,9606
BE0005864,Orexin receptor type 1,HCRTR1,O43613,,,HGNC:4848,Humans,9606
BE0005865,Orexin receptor type 2,HCRTR2,O43614,,,HGNC:4849,Humans,9606
BE0008643,Proprotein convertase subtilisin/kexin type 9,PCSK9,Q8NBP7,,,HGNC:20001,Humans,9606
BE0008652,Sphingosine 1-phosphate receptor 1,S1PR1,P21453,,,HGNC:3165,Humans,9606
BE0008658,Corticotropin-releasing factor receptor 1,CRHR1,P34998,,,HGNC:2357,Human,9606
BE0008659,Thyrotropin Releasing Hormone Receptor,TRHR,P34981,,,HGNC:12299,Humans,9606
BE0008661,vesicular monoamine transporter 2 (VMAT2),VMAT2,Q99870,,,,Humans,9606
BE0008663,Interleukin-23,IL12B,P29460,M65272,180626,HGNC:5970,Humans,9606
BE0008667,Histone deacetylase,HDAC1,Q13547,U50079,1277084,HGNC:4852,Humans,9606
BE0008668,GABA-A receptor (benzodiazepine site),GABRA1,P14867,X13584,31631,HGNC:4075,Humans,9606
BE0008670,"Sulfonylurea receptor 1, Kir6.2",ABCC8,Q09428,L78243,1374919,HGNC:59,Humans,9606
BE0008688,Metallothionein,MTF1,Q14872,,,HGNC:7428,Humans,9606
BE0008691,Calcium and integrin-binding protein 1,CIB1,Q99828,,,HGNC:16920,Humans,9606
BE0008692,Sorcin,SRI,P30626,,,HGNC:11292,Humans,9606
BE0008693,Calcineurin B homologous protein 1,CHP1,Q99653,,,HGNC:17433,Humans,9606
BE0008694,Fibrillin-2,FBN2,P35556,,,HGNC:3604,Humans,9606
BE0008695,Calsequestrin-2,CASQ2,O14958,,,HGNC:1513,Humans,9606
BE0008696,Peflin,PEF1,Q9UBV8,,,HGNC:30009,Humans,9606
BE0008697,Translationally-controlled tumor protein,TPT1,P13693,,,HGNC:12022,Humans,9606
BE0008698,Calcium and integrin-binding family member 2,CIB2,O75838,,,HGNC:24579,Humans,9606
BE0008699,Calsequestrin-1,CASQ1,P31415,,,HGNC:1512,Humans,9606
BE0008700,Nucleobindin-1,NUCB1,Q02818,,,HGNC:8043,Humans,9606
