StringDB_Gene_Name	AlphaFold_Uniprot_Id	Uniprot_Protein_Length
CDA	Q9BY43	222
CDA	Q969F1	213
CDA	Q6X4U4	206
CDA	P37802	199
CDA	Q9H2I8	198
CDA	Q9GZX7	198
CDA	O43617	180
CDA	Q9H773	170
CDA	P32320	146
CDA	Q9P0J0	144
CDA	Q4U2R6	128
CDA	P61769	119
CD99L2	Q8TCZ2	262
CD99	Q8TCZ2	262
CD99	P14209	185
CD96	P40200	585
CD93	Q9NPY3	652
CD9	Q9P2B2	879
CD9	P48960	835
CD9	Q8WWI5	657
CD9	Q9NPY3	652
CD9	P40200	585
CD9	Q01650	507
CD9	Q9NP92	439
CD9	P48023	281
CD9	Q8TCZ2	262
CD9	P21926	228
CD9	P14209	185
CD9	Q13241	179
CD8B2	A6NJW9	210
CD8B	P10966	210
CD8B	A6NJW9	210
CD8A	P01732	235
CD86	P42081	329
CD84	Q9UIB8	345
CD83	Q01151	205
CD82	P27701	267
CD81	Q969P0	613
CD81	P60033	236
CD80	P33681	288
CD79B	P40259	229
CD79A	P11912	226
CD74	P04233	296
CD72	P21854	359
CD70	P32970	193
CD7	Q8N8D1	485
CD7	P21854	359
CD7	P04233	296
CD7	P09564	240
CD7	P40259	229
CD7	P11912	226
CD7	P32970	193
CD69	Q07108	199
CD68	P34810	354
CD63	P08962	238
CD6	Q53TS8	1820
CD6	Q8WUM4	868
CD6	P30203	668
CD6	P34810	354
CD6	P40198	252
CD6	P08962	238
CD6	Q07108	199
CD6	O75340	191
CD5L	O43866	347
CD59	P13987	128
CD58	P19256	250
CD55	P08174	381
CD53	P19397	219
CD52	P31358	61
CD5	Q86YS7	1000
CD5	P06127	495
CD5	P08174	381
CD5	O43866	347
CD5	Q86SK9	330
CD5	Q6PL45	260
CD5	P19256	250
CD5	Q6ZRR5	245
CD5	P19397	219
CD5	P13987	128
CD5	O14737	125
CD5	P31358	61
CD48	P09326	243
CD47	Q08722	323
CD46	P15529	392
CD44	P16070	742
CD40LG	P29965	261
CD40	P25942	277
CD40	P29965	261
CD4	P08575	1306
CD4	P17301	1181
CD4	P13612	1032
CD4	O95427	931
CD4	Q9BRC7	762
CD4	P16070	742
CD4	O14678	606
CD4	Q53EL6	469
CD4	P01730	458
CD4	Q8TF44	421
CD4	P16150	400
CD4	Q9UIA0	394
CD4	P15529	392
CD4	Q8NCU7	369
CD4	A6NLJ0	364
CD4	B7Z1M9	353
CD4	Q86SK9	330
CD4	Q08722	323
CD4	P25942	277
CD4	Q96MV1	263
CD4	P29965	261
CD4	P09326	243
CD4	Q5VWC8	232
CD3G	P09693	182
CD3EAP	O15446	510
CD3E	O15446	510
CD3E	P07766	207
CD3D	P04234	171
CD38	P28907	300
CD37	P11049	281
CD36	Q8WTV0	552
CD36	Q14108	478
CD36	P16671	472
CD34	P28906	385
CD33	O15389	551
CD33	O43699	453
CD33	P20138	364
CD33	Q6ZMC9	328
CD320	Q9NPF0	282
CD302	Q8IX05	232
CD300LG	Q6UXG3	332
CD300LF	Q8TDQ1	290
CD300LD	Q96MU5	243
CD300LD	Q6UXZ3	194
CD300LB	A8K4G0	201
CD300E	Q496F6	205
CD300C	Q08708	224
CD300A	Q9UGN4	299
CD2BP2	O95400	341
CD2AP	Q9Y5K6	639
CD28	P42081	329
CD28	P33681	288
CD28	Q96BF3	282
CD28	P10747	220
CD276	Q5ZPR3	534
CD274	Q9NZQ7	290
CD27	Q5ZPR3	534
CD27	Q9NZQ7	290
CD27	Q9BQ51	273
CD27	P26842	260
CD27	P32970	193
CD248	Q9HCU0	757
CD247	P20963	164
CD244	Q9BZW8	370
CD24	Q92614	2054
CD24	Q9HCU0	757
CD24	Q9BZW8	370
CD24	P20963	164
CD24	P25063	80
CD226	Q15762	336
CD22	P20273	847
CD22	Q15762	336
CD22	P13164	125
CD209	Q9NNX6	404
CD209	Q9H2X3	399
CD207	Q9UJ71	328
CD200R1L	Q6Q8B3	271
CD200R1	Q8TD46	348
CD200R1	Q6Q8B3	271
CD200	Q8TD46	348
CD200	P41217	278
CD200	Q6Q8B3	271
CD2	Q92614	2054
CD2	O60449	1722
CD2	Q9BXW9	1451
CD2	P20273	847
CD2	Q8TD16	824
CD2	P27487	766
CD2	Q9HCU0	757
CD2	Q9UBJ2	740
CD2	O14523	706
CD2	Q9Y426	696
CD2	Q9Y5K6	639
CD2	Q2TBF2	565
CD2	Q5ZPR3	534
CD2	Q92925	531
CD2	O43586	416
CD2	Q9NNX6	404
CD2	Q99418	400
CD2	Q9H2X3	399
CD2	Q86UD0	394
CD2	Q8WV60	388
CD2	Q9BZW8	370
CD2	Q9BRP1	358
CD2	P06729	351
CD2	Q8TD46	348
CD2	Q16342	344
CD2	O95400	341
CD2	Q15762	336
CD2	Q86SK9	330
CD2	P42081	329
CD2	Q9UJ71	328
CD2	P06734	321
CD2	P11836	297
CD2	Q9NZQ7	290
CD2	Q96A28	289
CD2	P33681	288
CD2	Q96BF3	282
CD2	P41217	278
CD2	Q9BQ51	273
CD2	Q6Q8B3	271
CD2	Q96PG2	267
CD2	A6NGC4	264
CD2	P26842	260
CD2	Q6Y1H2	254
CD2	Q9H2W1	248
CD2	Q9GZW8	240
CD2	Q96JQ5	239
CD2	P10747	220
CD2	Q96HJ5	214
CD2	Q9H3V2	200
CD2	P32970	193
CD2	Q96PS1	177
CD2	P20963	164
CD2	Q8WVJ2	157
CD2	Q8N5K1	135
CD2	P13164	125
CD2	P25063	80
CD1E	P15812	388
CD1D	P15813	335
CD1C	P29017	333
CD1B	P29016	333
CD1A	P06126	327
CD19	P15391	556
CD180	Q99467	661
CD177	Q8N6Q3	437
CD164L2	Q6UWJ8	174
CD164	Q9HCU0	757
CD164	Q04900	197
CD164	Q6UWJ8	174
CD163L1	Q9NR16	1453
CD163	Q9NR16	1453
CD163	Q86VB7	1156
CD160	O95971	181
CD151	P48509	253
CD14	P08571	375
CD109	Q6YHK3	1445
CD101	Q93033	1021
CCZ1B	P86790	482
CCZ1	P86791	482
CCZ1	P86790	482
CCT8L2	Q96SF2	557
CCT8	Q96SF2	557
CCT8	A6NM43	557
CCT8	P50990	548
CCT7	Q99832	543
CCT6B	Q92526	530
CCT6A	P40227	531
CCT5	P48643	541
CCT4	P50991	539
CCT3	P49368	545
CCT2	P78371	535
CCSER2	Q9H7U1	834
CCSER1	Q9C0I3	900
CCSAP	Q6IQ19	270
CCS	Q9C0I3	900
CCS	Q9H7U1	834
CCS	Q9NYL2	800
CCS	Q9NX65	697
CCS	Q4AC99	568
CCS	Q96QU6	501
CCS	O14618	274
CCS	Q6IQ19	270
CCS	P53701	268
CCS	Q4G0I0	132
CCS	P11684	91
CCS	Q9HBF5	79
CCRL2	O00421	344
CCR9	P51686	369
CCR8	P51685	355
CCR7	P32248	378
CCR6	P51684	374
CCR6	O00421	344
CCR5	P51681	352
CCR4	Q9ULM6	557
CCR4	Q96LI5	555
CCR4	Q9UK39	431
CCR4	P51679	360
CCR3	P51677	355
CCR2	P41597	374
CCR10	O00590	384
CCR10	P46092	362
CCR1	Q9C0B6	783
CCR1	Q76B58	766
CCR1	O60477	761
CCR1	O00590	384
CCR1	P46092	362
CCR1	P32246	355
CCR1	Q9NPB9	350
CCR1	O00421	344
CCPG1	Q9ULG6	757
CCP110	O43303	1012
CCNYL1	Q8N7R7	359
CCNY	Q5T2Q4	361
CCNY	Q8N7R7	359
CCNY	P0C7X3	344
CCNY	Q8ND76	341
CCNT2	O60583	730
CCNT1	O60563	726
CCNQ	Q8N1B3	248
CCNO	P22674	350
CCNL2	Q96S94	520
CCNL1	P49736	904
CCNL1	Q9UK58	526
CCNK	O75909	580
CCNJL	Q8IV13	435
CCNJ	Q8IV13	435
CCNJ	Q5T5M9	372
CCNI2	Q6ZMN8	369
CCNI	Q14094	377
CCNI	Q6ZMN8	369
CCNH	P51946	323
CCNG2	Q16589	344
CCNG1	P51959	295
CCNF	P41002	786
CCNE2	O96020	404
CCNE1	P24864	410
CCNDBP1	O95273	360
CCND3	P30281	292
CCND2	P30279	289
CCND1	P24385	295
CCNC	P24863	283
CCNB3	Q8WWL7	1395
CCNB2	O95067	398
CCNB1IP1	Q9NPC3	277
CCNB1	P14635	433
CCNB1	Q9NPC3	277
CCNA2	P20248	432
CCNA1	P78396	465
CCN6	O95389	354
CCN5	Q9NY37	505
CCN5	O76076	250
CCN4	Q96FT7	539
CCN4	O95388	367
CCN3	Q9UHC3	531
CCN3	P48745	357
CCN2	P78348	528
CCN2	P29279	349
CCN1	Q16515	512
CCN1	P20248	432
CCN1	O00622	381
CCM2L	Q9NUG4	571
CCM2	Q9NUG4	571
CCM2	Q9BSQ5	444
CCL8	P80075	99
CCL7	P80098	99
CCL5	P13501	91
CCL4L2	Q8NHW4	92
CCL4	Q8NHW4	92
CCL4	P13236	92
CCL3L1	P16619	93
CCL3	P16619	93
CCL3	P10147	92
CCL28	Q9NRJ3	127
CCL27	Q9Y4X3	112
CCL26	Q9Y258	94
CCL25	O15444	150
CCL24	O00175	119
CCL23	P55773	120
CCL22	O00626	93
CCL21	O00585	134
CCL20	P78556	96
CCL2	Q8IVE0	287
CCL2	O15444	150
CCL2	O00585	134
CCL2	Q9NRJ3	127
CCL2	P55773	120
CCL2	O00175	119
CCL2	Q9Y4X3	112
CCL2	P13500	99
CCL2	P78556	96
CCL2	Q9Y258	94
CCL2	O00626	93
CCL19	Q99731	98
CCL18	P55774	89
CCL17	Q92583	94
CCL16	O15467	120
CCL15	Q16663	113
CCL14	Q16627	93
CCL13	Q99616	98
CCL11	P51671	97
CCL1	O15467	120
CCL1	Q16663	113
CCL1	Q86T23	111
CCL1	Q99731	98
CCL1	Q99616	98
CCL1	P51671	97
CCL1	P22362	96
CCL1	Q92583	94
CCL1	Q16627	93
CCL1	P55774	89
CCKBR	P32239	447
CCKAR	P32238	428
CCK	Q13308	1070
CCK	P32239	447
CCK	P32238	428
CCK	P06307	115
CCK	P55774	89
CCIN	Q13939	588
CCHCR1	Q8TD31	782
CCER2	I3L3R5	266
CCER1	Q8TC90	406
CCDC9B	Q6ZUT6	534
CCDC97	Q96F63	343
CCDC96	Q2M329	555
CCDC93	Q567U6	631
CCDC92	Q53HC0	331
CCDC91	Q7Z6B0	441
CCDC90B	Q9GZT6	254
CCDC9	Q567U6	631
CCDC9	Q96EA4	605
CCDC9	Q2M329	555
CCDC9	Q6ZUT6	534
CCDC9	Q9Y3X0	531
CCDC9	Q7Z6B0	441
CCDC9	Q6UWZ7	409
CCDC9	Q96AQ8	359
CCDC9	Q96F63	343
CCDC9	Q53HC0	331
CCDC9	Q9BW85	323
CCDC9	Q9GZT6	254
CCDC9	Q8NBZ0	244
CCDC89	Q8N998	374
CCDC88C	Q9P219	2028
CCDC88B	A6NC98	1476
CCDC88A	Q3V6T2	1871
CCDC87	Q9NVE4	849
CCDC86	Q9H6F5	360
CCDC85C	A6NKD9	419
CCDC85B	Q15834	202
CCDC85A	Q96PX6	553
CCDC84	Q86UT8	332
CCDC83	Q8IWF9	413
CCDC82	Q8N4S0	544
CCDC81	Q6ZN84	652
CCDC80	Q76M96	950
CCDC8	Q9P219	2028
CCDC8	Q3V6T2	1871
CCDC8	A6NC98	1476
CCDC8	Q76M96	950
CCDC8	Q9NVE4	849
CCDC8	Q6ZN84	652
CCDC8	Q96PX6	553
CCDC8	Q8N4S0	544
CCDC8	Q9H0W5	538
CCDC8	A6NKD9	419
CCDC8	Q8IWF9	413
CCDC8	Q8N998	374
CCDC8	Q9H6F5	360
CCDC8	Q86UT8	332
CCDC8	Q15834	202
CCDC78	A2IDD5	438
CCDC77	Q9BR77	488
CCDC74B	Q96LY2	380
CCDC74A	Q96AQ1	378
CCDC73	Q6ZRK6	1079
CCDC71L	Q8N9Z2	235
CCDC71	Q8IV32	467
CCDC71	Q8N9Z2	235
CCDC70	Q6NSX1	222
CCDC7	Q96M83	1385
CCDC7	Q6ZRK6	1079
CCDC7	Q8NA31	727
CCDC7	Q9BR77	488
CCDC7	Q9NUP7	481
CCDC7	Q8IV32	467
CCDC7	A2IDD5	438
CCDC7	Q96LY2	380
CCDC7	Q96AQ1	378
CCDC7	Q8N954	285
CCDC7	Q8N9Z2	235
CCDC7	Q6NSX1	222
CCDC7	Q9Y2S6	64
CCDC69	A6NI79	296
CCDC68	Q9H2F9	335
CCDC66	A2RUB6	948
CCDC65	Q8IXS2	484
CCDC63	Q8NA47	563
CCDC62	Q6P9F0	684
CCDC61	Q9Y6R9	512
CCDC60	Q8IWA6	550
CCDC6	A2RUB6	948
CCDC6	Q6P9F0	684
CCDC6	Q05D60	604
CCDC6	Q6ZP65	573
CCDC6	Q8NA47	563
CCDC6	Q8IWA6	550
CCDC6	Q9Y6R9	512
CCDC6	A1A5D9	508
CCDC6	Q8IXS2	484
CCDC6	Q16204	474
CCDC6	Q9H2F9	335
CCDC6	A6NI79	296
CCDC59	Q9P031	241
CCDC58	Q4VC31	144
CCDC57	Q2TAC2	915
CCDC54	Q8NEL0	328
CCDC51	Q96ER9	411
CCDC50	Q8IVM0	306
CCDC47	Q96A33	483
CCDC43	Q96MW1	224
CCDC42	Q96M95	316
CCDC42	A6NFT4	308
CCDC40	Q4G0X9	1142
CCDC39	Q9UFE4	941
CCDC38	Q502W7	563
CCDC36	Q8IYA8	594
CCDC34	Q96HJ3	373
CCDC33	Q8N5R6	958
CCDC32	Q9BV29	185
CCDC30	Q5VVM6	783
CCDC3	Q96M86	4753
CCDC3	Q8N5R6	958
CCDC3	Q9UFE4	941
CCDC3	Q5VVM6	783
CCDC3	Q494V2	611
CCDC3	Q8IYA8	594
CCDC3	Q502W7	563
CCDC3	Q96HJ3	373
CCDC3	Q9BQI4	270
CCDC3	Q9BV29	185
CCDC28B	Q9BUN5	200
CCDC28A	Q8IWP9	274
CCDC28A	A0A096LPI5	108
CCDC27	Q2M243	656
CCDC25	Q86WR0	208
CCDC24	Q8N4L8	307
CCDC22	O60826	627
CCDC201	A0A1B0GTI1	187
CCDC200	A0A1B0GVQ3	168
CCDC198	Q9NVL8	296
CCDC197	Q8NCU1	143
CCDC196	A0A1B0GTZ2	297
CCDC192	P0DO97	292
CCDC191	Q8NCU4	936
CCDC190	Q86UF4	302
CCDC189	A1A4V9	331
CCDC188	H7C350	402
CCDC187	A0A096LP49	1063
CCDC186	Q7Z3E2	898
CCDC185	Q8N715	623
CCDC184	Q52MB2	194
CCDC183	Q5T5S1	534
CCDC182	A6NF36	153
CCDC181	Q5TID7	509
CCDC180	Q9P1Z9	1701
CCDC18	Q9P1Z9	1701
CCDC18	Q5T9S5	1454
CCDC18	A0A096LP49	1063
CCDC18	Q7Z3E2	898
CCDC18	Q8N715	623
CCDC18	Q5T5S1	534
CCDC18	Q5TID7	509
CCDC18	H7C350	402
CCDC18	A1A4V9	331
CCDC18	Q52MB2	194
CCDC18	A6NF36	153
CCDC179	H3BU77	68
CCDC178	Q5BJE1	867
CCDC177	Q9NQR7	707
CCDC175	P0C221	793
CCDC174	Q6PII3	467
CCDC173	Q0VFZ6	552
CCDC172	P0C7W6	258
CCDC171	Q6TFL3	1326
CCDC170	Q8IYT3	715
CCDC17	Q6TFL3	1326
CCDC17	Q5BJE1	867
CCDC17	P0C221	793
CCDC17	Q8IYT3	715
CCDC17	Q9NQR7	707
CCDC17	Q96LX7	622
CCDC17	Q0VFZ6	552
CCDC17	Q8ND07	529
CCDC17	Q6PII3	467
CCDC17	P0C7W6	258
CCDC17	H3BU77	68
CCDC169	A6NNP5	214
CCDC168	Q8NDH2	7081
CCDC167	Q9P0B6	97
CCDC166	P0CW27	439
CCDC163	A0A0D9SF12	145
CCDC160	A6NGH7	325
CCDC159	P0C7I6	297
CCDC158	Q5M9N0	1113
CCDC157	Q569K6	752
CCDC155	Q8N6L0	562
CCDC154	A6NI56	667
CCDC153	Q494R4	210
CCDC152	Q4G0S7	254
CCDC151	A5D8V7	595
CCDC150	Q8NCX0	1101
CCDC15	Q5M9N0	1113
CCDC15	Q8NCX0	1101
CCDC15	Q0P6D6	951
CCDC15	Q569K6	752
CCDC15	A6NI56	667
CCDC15	A5D8V7	595
CCDC15	Q8N6L0	562
CCDC15	P0C7I6	297
CCDC15	Q4G0S7	254
CCDC15	Q494R4	210
CCDC149	Q6ZUS6	474
CCDC148	Q8NFR7	591
CCDC146	Q8IYE0	955
CCDC144NL	Q6NUI1	221
CCDC144A	A2RUR9	1427
CCDC142	Q17RM4	750
CCDC141	Q6ZP82	1530
CCDC140	Q96MF4	163
CCDC14	Q6ZP82	1530
CCDC14	A2RUR9	1427
CCDC14	Q8IYA2	1237
CCDC14	Q8IYE0	955
CCDC14	Q49A88	953
CCDC14	Q5T655	872
CCDC14	Q17RM4	750
CCDC14	Q3MJ40	725
CCDC14	Q8NFR7	591
CCDC14	Q6ZUS6	474
CCDC14	Q6NUI1	221
CCDC14	Q96MF4	163
CCDC138	Q96M89	665
CCDC137	Q6PK04	289
CCDC136	Q96JN2	1154
CCDC134	Q9H6E4	229
CCDC130	P13994	396
CCDC13	O60293	1989
CCDC13	Q96JN2	1154
CCDC13	Q96JG6	964
CCDC13	Q8IY82	874
CCDC13	Q8IYE1	715
CCDC13	Q96M89	665
CCDC13	Q3MIT2	529
CCDC13	P13994	396
CCDC13	Q6PK04	289
CCDC13	Q9H6E4	229
CCDC127	Q96BQ5	260
CCDC126	Q96EE4	140
CCDC125	Q86Z20	511
CCDC124	Q96CT7	223
CCDC122	Q5T0U0	273
CCDC121	Q6ZUS5	278
CCDC120	Q96HB5	630
CCDC12	Q6ZRS4	1044
CCDC12	Q96ST8	783
CCDC12	Q6ZMI0	780
CCDC12	Q96HB5	630
CCDC12	Q86Z20	511
CCDC12	Q6ZUS5	278
CCDC12	Q5T0U0	273
CCDC12	Q96BQ5	260
CCDC12	Q96CT7	223
CCDC12	Q8WUD4	166
CCDC12	Q96EE4	140
CCDC117	Q8IWD4	279
CCDC116	Q8IYX3	613
CCDC115	Q96NT0	180
CCDC114	Q96M63	670
CCDC113	Q9H0I3	377
CCDC112	Q8NEF3	446
CCDC110	Q8TBZ0	833
CCDC107	Q8WV48	283
CCDC106	Q9BWC9	280
CCDC105	Q8IYK2	499
CCDC103	Q8IW40	242
CCDC102B	Q68D86	513
CCDC102A	Q96A19	550
CCBE1	Q6UXH8	406
CCAR2	Q8N163	923
CCAR1	Q8IX12	1150
CC2D2B	Q6DHV5	1437
CC2D2A	Q9P2K1	1620
CC2D1B	Q5T0F9	858
CC2D1A	Q6P1N0	951
CBY3	A6NI87	242
CBY2	Q8NA61	448
CBY1	Q9Y3M2	126
CBX8	Q9HC52	389
CBX7	O95931	251
CBX6	O95503	412
CBX5	P45973	191
CBX4	O00257	560
CBX3	Q13185	183
CBX2	Q14781	532
CBX1	P83916	185
CBWD6	Q4V339	395
CBWD5	Q5RIA9	395
CBWD3	Q5JTY5	395
CBWD2	Q8IUF1	395
CBWD1	Q9BRT8	395
CBS	P35520	551
CBS	Q9Y3D2	182
CBR4	Q8N4T8	237
CBR3	O75828	277
CBR1	P16152	277
CBLN4	Q9NTU7	201
CBLN3	Q6UW01	205
CBLN2	Q8IUK8	224
CBLN1	P23435	193
CBLL2	Q8N7E2	425
CBLL1	Q75N03	491
CBLIF	P27352	417
CBLC	Q9ULV8	474
CBLB	Q13191	982
CBL	Q13191	982
CBL	P22681	906
CBL	Q96PD2	775
CBL	Q8N8Z6	715
CBL	Q75N03	491
CBL	Q9ULV8	474
CBL	Q6YP21	454
CBL	Q8N7E2	425
CBL	Q16773	422
CBL	P27352	417
CBL	Q8IUK8	224
CBL	Q6UW01	205
CBL	Q9NTU7	201
CBL	P23435	193
CBL	Q96LZ3	170
CBFB	Q13951	182
CBFA2T3	O75081	653
CBFA2T2	O43439	604
CBARP	Q8N350	705
CAVIN4	Q5BKX8	364
CAVIN3	Q969G5	261
CAVIN2	O95810	425
CAVIN1	Q6NZI2	390
CAV3	P56539	151
CAV2	P51636	162
CAV1	Q03135	178
CATSPERZ	Q9NTU4	200
CATSPERG	Q6ZRH7	1159
CATSPERE	Q5SY80	951
CATSPERD	Q86XM0	798
CATSPERB	Q9H7T0	1116
CATSPER4	Q7RTX7	472
CATSPER3	Q86XQ3	398
CATSPER2	Q96P56	530
CATSPER1	Q8NEC5	780
CATIP	Q7Z7H3	387
CAT	Q53TS8	1820
CAT	Q587J7	1177
CAT	Q6ZRH7	1159
CAT	Q9H7T0	1116
CAT	Q5SY80	951
CAT	Q96QC0	940
CAT	Q5T7N2	865
CAT	Q8TCG5	803
CAT	Q86XM0	798
CAT	Q8NEC5	780
CAT	Q9P2E5	772
CAT	P52569	658
CAT	P43155	626
CAT	Q8WY07	619
CAT	P35610	550
CAT	O00400	549
CAT	Q7L5N7	544
CAT	Q8NF37	534
CAT	Q96P56	530
CAT	P04040	527
CAT	Q643R3	524
CAT	O75908	522
CAT	Q6ZWT7	520
CAT	O76021	490
CAT	Q6P1A2	487
CAT	P11182	482
CAT	Q7RTX7	472
CAT	P04180	440
CAT	P24752	427
CAT	O75600	419
CAT	Q6UWP7	414
CAT	Q86XQ3	398
CAT	Q9BWD1	397
CAT	O15382	392
CAT	Q8IVS2	390
CAT	Q7Z7H3	387
CAT	P54687	386
CAT	Q9P2W7	334
CAT	O60911	334
CAT	Q9NPZ5	323
CAT	Q6IB77	296
CAT	Q9BSJ6	248
CAT	Q587J8	217
CAT	P57735	213
CAT	Q9NTU4	200
CAT	P79522	188
CAT	Q9H633	154
CAT	E9PQX1	116
CAT	Q9NSA3	81
CAT	Q13166	79
CAT	A0A494BZU2	33
CASZ1	Q86V15	1759
CASTOR3	Q8NAP1	163
CASTOR2	A6NHX0	329
CASTOR1	Q8WTX7	329
CAST	P20810	708
CAST	O15446	510
CAST	A6NHX0	329
CAST	Q8WTX7	329
CAST	Q8NAP1	163
CASS4	Q9NQ75	786
CASR	P41180	1078
CASQ2	O14958	399
CASQ1	P31415	396
CASP9	P55211	416
CASP8AP2	Q9UKL3	1982
CASP8	Q9UKL3	1982
CASP8	O15519	480
CASP8	Q14790	479
CASP7	P55210	303
CASP6	P55212	293
CASP5	P51878	434
CASP4	P49662	377
CASP3	P42574	277
CASP2	P42575	452
CASP14	P31944	242
CASP10	Q92851	521
CASP1	Q99590	1463
CASP1	Q92851	521
CASP1	P29466	404
CASP1	Q6UXS9	341
CASP1	P31944	242
CASKIN2	Q8WXE0	1202
CASKIN1	Q8WXD9	1431
CASK	Q8WXD9	1431
CASK	Q8WXE0	1202
CASK	O14936	926
CASK	P07498	182
CASD1	Q96PB1	797
CASC4	Q6P4E1	436
CASC3	O15234	703
CASC1	Q6TDU7	716
CASC1	A8K830	251
CASC1	Q5T4H9	136
CARTPT	Q16568	116
CARS2	Q9HA77	564
CARS1	P49589	748
CARNS1	A5YM72	827
CARNMT1	Q8N4J0	409
CARMIL3	Q8ND23	1372
CARMIL2	Q6F5E8	1435
CARMIL1	Q5VZK9	1371
CARM1	Q86X55	608
CARHSP1	Q9Y2V2	147
CARF	Q96GP6	871
CARF	Q14162	830
CARF	Q8N187	725
CARF	Q9NXV6	580
CARD9	Q9H257	536
CARD8	Q9Y2G2	537
CARD6	Q9BX69	1037
CARD19	Q96LW7	228
CARD18	P57730	90
CARD17	Q5XLA6	110
CARD16	Q5EG05	197
CARD14	Q9BXL6	1004
CARD11	Q9BXL7	1154
CARD10	Q9BWT7	1032
CAPZB	P47756	272
CAPZA3	Q96KX2	299
CAPZA2	P47755	286
CAPZA1	P52907	286
CAPSL	Q8WWF8	208
CAPS2	Q86UW7	1296
CAPS2	Q9BXY5	538
CAPS	Q9ULU8	1353
CAPS	Q86UW7	1296
CAPS	Q9BXY5	538
CAPS	Q13938	275
CAPS	Q8WWF8	208
CAPRIN2	Q6IMN6	1127
CAPRIN1	Q14444	709
CAPNS2	Q96L46	248
CAPNS1	P04632	268
CAPN9	O14815	690
CAPN8	A6NHC0	703
CAPN7	Q9Y6W3	813
CAPN6	Q9Y6Q1	641
CAPN5	O15484	640
CAPN3	P20807	821
CAPN2	P17655	700
CAPN15	O75808	1086
CAPN14	A8MX76	684
CAPN13	Q6MZZ7	669
CAPN12	Q6ZSI9	719
CAPN11	Q9UMQ6	739
CAPN10	Q9HC96	672
CAPN1	O75808	1086
CAPN1	Q9UMQ6	739
CAPN1	Q6ZSI9	719
CAPN1	P07384	714
CAPN1	A8MX76	684
CAPN1	Q9HC96	672
CAPN1	Q6MZZ7	669
CAPG	Q86XI2	1143
CAPG	Q9BPX3	1015
CAPG	P40121	348
CAP2	Q15057	778
CAP2	Q8NCT3	520
CAP2	P40123	477
CAP2	O75563	359
CAP2	Q9NVZ3	263
CAP2	Q9UHQ4	241
CAP2	Q9UMX6	200
CAP2	P38936	164
CAP2	Q8N6L1	136
CAP1	Q15027	740
CAP1	Q92544	642
CAP1	O60942	597
CAP1	Q9H3P7	528
CAP1	Q01518	475
CAP1	Q68EN5	471
CAP1	Q86WV1	359
CAP1	Q8NC96	275
CAP1	Q9BZK3	213
CAP1	P43080	201
CAP1	O14713	200
CAP1	Q96FX8	193
CAP1	P49913	170
CANX	P27824	592
CANT1	Q8WVQ1	401
CAND2	O75155	1236
CAND2	Q9GZW5	306
CAND1	Q86VP6	1230
CAND1	P57086	179
CAMTA2	O94983	1202
CAMTA1	Q9Y6Y1	1673
CAMSAP3	Q9P1Y5	1249
CAMSAP2	Q08AD1	1489
CAMSAP1	Q5T5Y3	1602
CAMSAP1	Q08AD1	1489
CAMP	Q96JM3	812
CAMP	O14828	347
CAMP	O15126	338
CAMP	O15127	329
CAMP	Q8TAC9	235
CAMP	Q969E2	229
CAMP	P49913	170
CAMLG	P49069	296
CAMKV	Q8NCB2	501
CAMKMT	Q7Z624	323
CAMKK2	Q96RR4	588
CAMKK1	Q8N5S9	505
CAMK4	Q16566	473
CAMK2N2	Q96S95	79
CAMK2N1	Q7Z7J9	78
CAMK2G	Q13555	558
CAMK2D	Q13557	499
CAMK2B	Q13554	666
CAMK2A	Q9UQM7	478
CAMK1G	Q96NX5	476
CAMK1D	Q8IU85	385
CAMK1	Q96NX5	476
CAMK1	Q8IU85	385
CAMK1	Q14012	370
CALY	Q9NYX4	217
CALY	Q9Y328	171
CALU	O43852	315
CALR3	Q96L12	384
CALR	P27797	417
CALR	Q96L12	384
CALN1	Q9BXU9	261
CALML6	Q8TD86	181
CALML5	Q9NZT1	146
CALML4	Q96GE6	196
CALML3	P27482	149
CALM3	P0DP25	149
CALM2	P0DP24	149
CALM1	P0DP23	149
CALHM6	Q5R3K3	315
CALHM5	Q8N5C1	309
CALHM4	Q5JW98	314
CALHM3	Q86XJ0	344
CALHM2	Q9HA72	323
CALHM1	Q8IU99	346
CALD1	Q05682	793
CALCRL	Q16602	461
CALCR	P30988	474
CALCR	Q16602	461
CALCOCO2	Q13137	446
CALCOCO1	Q9P1Z2	691
CALCB	P10092	127
CALCA	P01258	141
CALB2	P22676	271
CALB1	P05937	261
CAGE1	Q8TC20	777
CADPS2	Q86UW7	1296
CADPS	Q9ULU8	1353
CADPS	Q86UW7	1296
CADM4	Q8NFZ8	388
CADM3	Q8N126	398
CADM2	Q8N3J6	435
CADM1	Q9BY67	442
CAD	P27708	2225
CAD	Q5VW36	1801
CAD	O15069	1562
CAD	Q9P266	1359
CAD	Q9ULU8	1353
CAD	Q86UW7	1296
CAD	Q6JQN1	1059
CAD	Q9H4L7	1026
CAD	P19022	906
CAD	Q96JP9	859
CAD	O94874	794
CAD	Q05682	793
CAD	Q709F0	780
CAD	P49748	655
CAD	Q9H845	621
CAD	Q9BY67	442
CAD	Q8N3J6	435
CAD	P45954	432
CAD	P28330	430
CAD	P11310	421
CAD	Q9UKU7	415
CAD	P16219	412
CAD	Q8N126	398
