UniProtId,Label,Gene_Name,
O43716,reviewed,GATC_HUMAN,
Q9Y4A9,reviewed,O10H1_HUMAN,
Q5T1H1,reviewed,EYS_HUMAN,
P48728,reviewed,GCST_HUMAN,
Q02153,reviewed,GCYB1_HUMAN,
P0DMV1,reviewed,CT458_HUMAN,
P62857,reviewed,RS28_HUMAN,
O94901,reviewed,SUN1_HUMAN,
Q13449,reviewed,LSAMP_HUMAN,
Q16877,reviewed,F264_HUMAN,
A0A087WW49,unreviewed,A0A087WW49_HUMAN,
A2VEC9,reviewed,SSPO_HUMAN,
P58499,reviewed,FAM3B_HUMAN,
Q8N7R7,reviewed,CCYL1_HUMAN,
O43715,reviewed,TRIA1_HUMAN,
Q9Y4A8,reviewed,NF2L3_HUMAN,
Q86UK7,reviewed,ZN598_HUMAN,
A0A1B0GTC6,reviewed,CC085_HUMAN,
P48729,reviewed,KC1A_HUMAN,
P0DMV2,reviewed,CT459_HUMAN,
Q8N309,reviewed,LRC43_HUMAN,
Q6ZMB5,reviewed,T184A_HUMAN,
Q9P212,reviewed,PLCE1_HUMAN,
Q3SY00,reviewed,T10IP_HUMAN,
P50607,reviewed,TUB_HUMAN,
Q9NUN7,reviewed,ACER3_HUMAN,
P21217,reviewed,FUT3_HUMAN,
O94906,reviewed,PRP6_HUMAN,
P04053,reviewed,TDT_HUMAN,
Q8IU99,reviewed,CAHM1_HUMAN,
Q0VDD7,reviewed,BRME1_HUMAN,
O00214,reviewed,LEG8_HUMAN,
Q9BQ69,reviewed,MACD1_HUMAN,
A1KZ92,reviewed,PXDNL_HUMAN,
Q502X0,reviewed,MORN2_HUMAN,
Q8IYX7,reviewed,SAXO1_HUMAN,
P11766,reviewed,ADHX_HUMAN,
Q5JPI9,reviewed,EFMT2_HUMAN,
P62851,reviewed,RS25_HUMAN,
Q6ICG8,reviewed,WBP2L_HUMAN,
O14559,reviewed,RHG33_HUMAN,
Q8IXF0,reviewed,NPAS3_HUMAN,
Q9H2P0,reviewed,ADNP_HUMAN,
Q9P2M1,reviewed,LR2BP_HUMAN,
P01834,reviewed,IGKC_HUMAN,
O94907,reviewed,DKK1_HUMAN,
Q16875,reviewed,F263_HUMAN,
Q6ZU52,reviewed,K0408_HUMAN,
O00213,reviewed,APBB1_HUMAN,
Q5T0N1,reviewed,CFA70_HUMAN,
P02549,reviewed,SPTA1_HUMAN,
Q9HB29,reviewed,ILRL2_HUMAN,
Q86UK5,reviewed,LBN_HUMAN,
Q8N1P7,reviewed,CRBG2_HUMAN,
Q8IYX4,reviewed,DND1_HUMAN,
Q9UII2,reviewed,ATIF1_HUMAN,
O75665,reviewed,OFD1_HUMAN,
O14558,reviewed,HSPB6_HUMAN,
Q0VDD5,reviewed,CQ091_HUMAN,
O00212,reviewed,RHOD_HUMAN,
Q7Z614,reviewed,SNX20_HUMAN,
Q9NS71,reviewed,GKN1_HUMAN,
Q9HCE5,reviewed,MET14_HUMAN,
B2RNN3,reviewed,C1T9B_HUMAN,
Q66K41,reviewed,Z385C_HUMAN,
Q5TG53,reviewed,SEAS1_HUMAN,
Q96JF0,reviewed,SIAT2_HUMAN,
Q3SY05,reviewed,CA157_HUMAN,
Q6ICG6,reviewed,K0930_HUMAN,
O94905,reviewed,ERLN2_HUMAN,
Q96EY9,reviewed,ADAT3_HUMAN,
P61626,reviewed,LYSC_HUMAN,
Q9BXJ9,reviewed,NAA15_HUMAN,
O43719,reviewed,HTSF1_HUMAN,
Q5VZM2,reviewed,RRAGB_HUMAN,
Q8WXA8,reviewed,5HT3C_HUMAN,
Q15406,reviewed,NR6A1_HUMAN,
O75663,reviewed,TIPRL_HUMAN,
Q9P2M4,reviewed,TBC14_HUMAN,
Q9HBK9,reviewed,AS3MT_HUMAN,
Q16878,reviewed,CDO1_HUMAN,
Q96EY8,reviewed,MMAB_HUMAN,
P53674,reviewed,CRBB1_HUMAN,
Q5TA89,reviewed,HES5_HUMAN,
Q9NS73,reviewed,MBIP1_HUMAN,
P10745,reviewed,RET3_HUMAN,
Q9HCE7,reviewed,SMUF1_HUMAN,
Q3KPI0,reviewed,CEA21_HUMAN,
Q9BXJ8,reviewed,TACAN_HUMAN,
Q86UK0,reviewed,ABCAC_HUMAN,
Q9BQ65,reviewed,USB1_HUMAN,
O60888,reviewed,CUTA_HUMAN,
Q8WXA9,reviewed,SREK1_HUMAN,
Q8IYX3,reviewed,CC116_HUMAN,
Q8NG41,reviewed,NPB_HUMAN,
Q08043,reviewed,ACTN3_HUMAN,
P53675,reviewed,CLH2_HUMAN,
Q8N6Y2,reviewed,LRC17_HUMAN,
Q5T0N5,reviewed,FBP1L_HUMAN,
Q96GI7,reviewed,FA89A_HUMAN,
Q86U17,reviewed,SPA11_HUMAN,
Q92966,reviewed,SNPC3_HUMAN,
Q9HCE6,reviewed,ARGAL_HUMAN,
P49281,reviewed,NRAM2_HUMAN,
Q15125,reviewed,EBP_HUMAN,
Q6ZN84,reviewed,CCD81_HUMAN,
Q4VC31,reviewed,MIX23_HUMAN,
Q9BQ66,reviewed,KR412_HUMAN,
Q8IYX0,reviewed,ZN679_HUMAN,
Q8N307,reviewed,MUC20_HUMAN,
Q15404,reviewed,RSU1_HUMAN,
Q9P218,reviewed,COKA1_HUMAN,
Q8N283,reviewed,ANR35_HUMAN,
P01833,reviewed,PIGR_HUMAN,
Q9H195,reviewed,MUC3B_HUMAN,
Q8N6Y1,reviewed,PCD20_HUMAN,
P19652,reviewed,A1AG2_HUMAN,
Q8NHB1,reviewed,OR2V1_HUMAN,
P10747,reviewed,CD28_HUMAN,
Q6UXL0,reviewed,I20RB_HUMAN,
Q8WUN7,reviewed,UBTD2_HUMAN,
Q6PEX7,reviewed,TEX38_HUMAN,
Q9HCE1,reviewed,MOV10_HUMAN,
P49286,reviewed,MTR1B_HUMAN,
Q15124,reviewed,PGM5_HUMAN,
Q3ZM63,reviewed,ETDA_HUMAN,
P01615,reviewed,KVD28_HUMAN,
Q9BQ67,reviewed,GRWD1_HUMAN,
Q16254,reviewed,E2F4_HUMAN,
Q9NT62,reviewed,ATG3_HUMAN,
Q8IYX1,reviewed,TBC21_HUMAN,
Q9P219,reviewed,DAPLE_HUMAN,
P49959,reviewed,MRE11_HUMAN,
Q00LT1,reviewed,PRCD_HUMAN,
Q9P2M7,reviewed,CING_HUMAN,
Q9NRA2,reviewed,S17A5_HUMAN,
P53677,reviewed,AP3M2_HUMAN,
Q8N6Y0,reviewed,USBP1_HUMAN,
P10746,reviewed,HEM4_HUMAN,
Q9HCE0,reviewed,EPG5_HUMAN,
O75844,reviewed,FACE1_HUMAN,
Q96F10,reviewed,SAT2_HUMAN,
Q8NEV9,reviewed,IL27A_HUMAN,
P01614,reviewed,KVD40_HUMAN,
Q52M93,reviewed,Z585B_HUMAN,
Q3ZCV2,reviewed,CMAP2_HUMAN,
Q9Y4A0,reviewed,JERKL_HUMAN,
Q7Z2D5,reviewed,PLPR4_HUMAN,
O14556,reviewed,G3PT_HUMAN,
P48048,reviewed,KCNJ1_HUMAN,
C9JDP6,reviewed,CLD25_HUMAN,
Q8WY91,reviewed,THAP4_HUMAN,
Q9HCE3,reviewed,ZN532_HUMAN,
Q15126,reviewed,PMVK_HUMAN,
O75845,reviewed,SC5D_HUMAN,
Q8NEV8,reviewed,EXPH5_HUMAN,
Q9BQ61,reviewed,TRIR_HUMAN,
Q8N300,reviewed,SVBP_HUMAN,
P48047,reviewed,ATPO_HUMAN,
Q6AZW8,reviewed,ZN660_HUMAN,
Q9NRA0,reviewed,SPHK2_HUMAN,
P00505,reviewed,AATM_HUMAN,
P53671,reviewed,LIMK2_HUMAN,
P55036,reviewed,PSMD4_HUMAN,
Q68CQ7,reviewed,GL8D1_HUMAN,
O43482,reviewed,MS18B_HUMAN,
P51575,reviewed,P2RX1_HUMAN,
Q15121,reviewed,PEA15_HUMAN,
P07438,reviewed,MT1B_HUMAN,
Q06828,reviewed,FMOD_HUMAN,
P16581,reviewed,LYAM2_HUMAN,
Q8WXA2,reviewed,PATE1_HUMAN,
Q00888,reviewed,PSG4_HUMAN,
Q86YZ3,reviewed,HORN_HUMAN,
Q9NRA1,reviewed,PDGFC_HUMAN,
P53672,reviewed,CRBA2_HUMAN,
P48595,reviewed,SPB10_HUMAN,
A8MTL9,reviewed,HMSD_HUMAN,
Q68CQ4,reviewed,UTP25_HUMAN,
Q6PEX3,reviewed,KR261_HUMAN,
Q92963,reviewed,RIT1_HUMAN,
Q15120,reviewed,PDK3_HUMAN,
O75843,reviewed,AP1G2_HUMAN,
Q3MJ16,reviewed,PA24E_HUMAN,
Q96DM1,reviewed,PGBD4_HUMAN,
P01611,reviewed,KVD12_HUMAN,
Q9Y4A5,reviewed,TRRAP_HUMAN,
Q8WXA3,reviewed,RUFY2_HUMAN,
Q00889,reviewed,PSG6_HUMAN,
Q8N302,reviewed,AGGF1_HUMAN,
Q53GI3,reviewed,ZN394_HUMAN,
Q96EY1,reviewed,DNJA3_HUMAN,
Q9H190,reviewed,SDCB2_HUMAN,
Q15067,reviewed,ACOX1_HUMAN,
P0DM35,reviewed,M1BL1_HUMAN,
Q60I27,reviewed,AL2CL_HUMAN,
P53673,reviewed,CRBA4_HUMAN,
P48594,reviewed,SPB4_HUMAN,
P14735,reviewed,IDE_HUMAN,
O75840,reviewed,KLF7_HUMAN,
P26374,reviewed,RAE2_HUMAN,
A0A075B706,reviewed,TRDJ1_HUMAN,
Q7L1S5,reviewed,CHST9_HUMAN,
Q496Y0,reviewed,LONF3_HUMAN,
Q7Z3V4,reviewed,UBE3B_HUMAN,
K7EJ46,reviewed,SIM22_HUMAN,
P55039,reviewed,DRG2_HUMAN,
Q6P1L6,reviewed,ZN343_HUMAN,
P0DJD4,reviewed,RBY1C_HUMAN,
Q8NHB7,reviewed,OR5K1_HUMAN,
Q9BZJ7,reviewed,GPR62_HUMAN,
O75841,reviewed,UPK1B_HUMAN,
Q96DM3,reviewed,RMC1_HUMAN,
Q96F15,reviewed,GIMA5_HUMAN,
Q8NEV4,reviewed,MYO3A_HUMAN,
Q9Y3Z3,reviewed,SAMH1_HUMAN,
O60880,reviewed,SH21A_HUMAN,
Q17R31,reviewed,TATD3_HUMAN,
Q14517,reviewed,FAT1_HUMAN,
Q8NDD1,reviewed,CA131_HUMAN,
Q7Z3V5,reviewed,ZN571_HUMAN,
Q15061,reviewed,WDR43_HUMAN,
O43304,reviewed,S14L5_HUMAN,
Q0VDD8,reviewed,DYH14_HUMAN,
Q8N2N9,reviewed,AN36B_HUMAN,
Q6P1L5,reviewed,F117B_HUMAN,
P0DJD7,reviewed,PEPA4_HUMAN,
P00167,reviewed,CYB5_HUMAN,
Q9BZJ6,reviewed,GPR63_HUMAN,
P51571,reviewed,SSRD_HUMAN,
Q8N475,reviewed,FSTL5_HUMAN,
Q3MJ13,reviewed,WDR72_HUMAN,
Q68DX3,reviewed,FRPD2_HUMAN,
Q16576,reviewed,RBBP7_HUMAN,
A6NES4,reviewed,MRO2A_HUMAN,
P04424,reviewed,ARLY_HUMAN,
Q587I9,reviewed,SFT2C_HUMAN,
Q9NQY0,reviewed,BIN3_HUMAN,
Q5TCY1,reviewed,TTBK1_HUMAN,
A0A1B0GUY1,reviewed,MRCOL_HUMAN,
P11413,reviewed,G6PD_HUMAN,
Q6IEV9,reviewed,OR4CB_HUMAN,
Q8IUI4,reviewed,S29P2_HUMAN,
P31995,reviewed,FCG2C_HUMAN,
Q8NG48,reviewed,LINES_HUMAN,
P51570,reviewed,GALK1_HUMAN,
Q6UW56,reviewed,ARAID_HUMAN,
Q9HCE9,reviewed,ANO8_HUMAN,
Q8N474,reviewed,SFRP1_HUMAN,
P26371,reviewed,KRA59_HUMAN,
Q8IVQ6,reviewed,ZDH21_HUMAN,
Q309B1,reviewed,TR16L_HUMAN,
Q8N9Q2,reviewed,SR1IP_HUMAN,
Q9BV68,reviewed,RN126_HUMAN,
O60882,reviewed,MMP20_HUMAN,
H0UI37,reviewed,TSTD3_HUMAN,
P55735,reviewed,SEC13_HUMAN,
P68543,reviewed,UBX2A_HUMAN,
P42898,reviewed,MTHR_HUMAN,
Q14515,reviewed,SPRL1_HUMAN,
P36383,reviewed,CXG1_HUMAN,
P31994,reviewed,FCG2B_HUMAN,
A8MXU0,reviewed,DB108_HUMAN,
Q96EY5,reviewed,MB12A_HUMAN,
Q15063,reviewed,POSTN_HUMAN,
A0A126GWB0,unreviewed,A0A126GWB0_HUMAN,
O43306,reviewed,ADCY6_HUMAN,
Q68CQ1,reviewed,MROH7_HUMAN,
P0DJD1,reviewed,RGPD2_HUMAN,
Q9BZJ4,reviewed,S2539_HUMAN,
Q92968,reviewed,PEX13_HUMAN,
Q8NEV1,reviewed,CSK23_HUMAN,
O15105,reviewed,SMAD7_HUMAN,
O60883,reviewed,G37L1_HUMAN,
A0A087X0K7,reviewed,TVB17_HUMAN,
P20309,reviewed,ACM3_HUMAN,
A6NN90,reviewed,CB081_HUMAN,
Q9BQS2,reviewed,SYT15_HUMAN,
P36382,reviewed,CXA5_HUMAN,
P31997,reviewed,CEAM8_HUMAN,
P07686,reviewed,HEXB_HUMAN,
Q96EY4,reviewed,TMA16_HUMAN,
O43307,reviewed,ARHG9_HUMAN,
A8MTL3,reviewed,R212B_HUMAN,
P0DJD0,reviewed,RGPD1_HUMAN,
Q86VS3,reviewed,IQCH_HUMAN,
Q93015,reviewed,NAA80_HUMAN,
Q9BZJ3,reviewed,TRYD_HUMAN,
P51572,reviewed,BAP31_HUMAN,
P26373,reviewed,RL13_HUMAN,
A6NGD5,reviewed,ZSA5C_HUMAN,
P50591,reviewed,TNF10_HUMAN,
O60884,reviewed,DNJA2_HUMAN,
Q00887,reviewed,PSG9_HUMAN,
C9J3I9,reviewed,CE058_HUMAN,
P01275,reviewed,GLUC_HUMAN,
P00995,reviewed,ISK1_HUMAN,
Q9NRA8,reviewed,4ET_HUMAN,
Q96EY7,reviewed,PTCD3_HUMAN,
O43300,reviewed,LRRT2_HUMAN,
P0DJD3,reviewed,RBY1A_HUMAN,
Q8WY98,reviewed,TM234_HUMAN,
P47211,reviewed,GALR1_HUMAN,
Q8TCU4,reviewed,ALMS1_HUMAN,
Q16572,reviewed,VACHT_HUMAN,
A0A075B700,reviewed,TJA31_HUMAN,
O60885,reviewed,BRD4_HUMAN,
A6NIN4,reviewed,RN227_HUMAN,
A6NN92,reviewed,CXE1_HUMAN,
Q96FM1,reviewed,PGAP3_HUMAN,
Q14512,reviewed,FGFP1_HUMAN,
Q5VSY0,reviewed,GKAP1_HUMAN,
Q6ZNL6,reviewed,FGD5_HUMAN,
Q9NXE8,reviewed,CWC25_HUMAN,
O43301,reviewed,HS12A_HUMAN,
Q5JTH9,reviewed,RRP12_HUMAN,
P0CW01,reviewed,TSPYA_HUMAN,
Q5T700,reviewed,LRAD1_HUMAN,
P61599,reviewed,NAA20_HUMAN,
P11362,reviewed,FGFR1_HUMAN,
Q8TCU5,reviewed,NMD3A_HUMAN,
P01619,reviewed,KV320_HUMAN,
Q9BRF8,reviewed,CPPED_HUMAN,
P07360,reviewed,CO8G_HUMAN,
Q9UK12,reviewed,ZN222_HUMAN,
Q9UBB6,reviewed,NCDN_HUMAN,
Q6ZMR3,reviewed,LDH6A_HUMAN,
Q14511,reviewed,CASL_HUMAN,
Q9BQS7,reviewed,HEPH_HUMAN,
A0A0U1RRK4,reviewed,LBHD2_HUMAN,
Q6ZP80,reviewed,TM182_HUMAN,
A8MTL0,reviewed,IQCF5_HUMAN,
O43488,reviewed,ARK72_HUMAN,
P0CW00,reviewed,TSPY8_HUMAN,
Q9BZJ0,reviewed,CRNL1_HUMAN,
P22830,reviewed,HEMH_HUMAN,
Q05586,reviewed,NMDZ1_HUMAN,
Q8TCU6,reviewed,PREX1_HUMAN,
Q16570,reviewed,ACKR1_HUMAN,
Q9BTV5,reviewed,FSD1_HUMAN,
Q9UK13,reviewed,ZN221_HUMAN,
Q9BYZ2,reviewed,LDH6B_HUMAN,
P60660,reviewed,MYL6_HUMAN,
Q9BQS6,reviewed,HSPB9_HUMAN,
O43303,reviewed,CP110_HUMAN,
Q8N8N7,reviewed,PTGR2_HUMAN,
Q7LBC6,reviewed,KDM3B_HUMAN,
Q9HAN9,reviewed,NMNA1_HUMAN,
Q9BTV4,reviewed,TMM43_HUMAN,
Q9UK10,reviewed,ZN225_HUMAN,
Q9UBB4,reviewed,ATX10_HUMAN,
P42892,reviewed,ECE1_HUMAN,
P0CJ75,reviewed,HMN8_HUMAN,
Q8IZR5,reviewed,CKLF4_HUMAN,
Q6ZP82,reviewed,CC141_HUMAN,
Q13228,reviewed,SBP1_HUMAN,
Q8N8N0,reviewed,RN152_HUMAN,
P01185,reviewed,NEU2_HUMAN,
Q9NX36,reviewed,DJC28_HUMAN,
Q96PF1,reviewed,TGM7_HUMAN,
Q9BTV7,reviewed,CABL2_HUMAN,
Q9UK11,reviewed,ZN223_HUMAN,
Q9UBB5,reviewed,MBD2_HUMAN,
Q4W5P6,reviewed,SIM43_HUMAN,
P01270,reviewed,PTHY_HUMAN,
A0A0J9YXX1,reviewed,HV5X1_HUMAN,
P0CJ74,reviewed,HMN7_HUMAN,
A0A1W2PRN1,unreviewed,A0A1W2PRN1_HUMAN,
Q99504,reviewed,EYA3_HUMAN,
Q08334,reviewed,I10R2_HUMAN,
Q9NXE4,reviewed,NSMA3_HUMAN,
Q8N7B1,reviewed,HORM2_HUMAN,
Q5VW38,reviewed,GP107_HUMAN,
Q5H8C1,reviewed,FREM1_HUMAN,
Q9BTV6,reviewed,DPH7_HUMAN,
Q9Y5N1,reviewed,HRH3_HUMAN,
P0CJ77,reviewed,HMN10_HUMAN,
P0DJD9,reviewed,PEPA5_HUMAN,
Q86VS8,reviewed,HOOK3_HUMAN,
O76014,reviewed,KRT37_HUMAN,
P26378,reviewed,ELAV4_HUMAN,
Q9UK17,reviewed,KCND3_HUMAN,
Q9BYZ6,reviewed,RHBT2_HUMAN,
Q8N5L8,reviewed,RP25L_HUMAN,
P16284,reviewed,PECA1_HUMAN,
P0CJ76,reviewed,HMN9_HUMAN,
Q99502,reviewed,EYA1_HUMAN,
P0DJD8,reviewed,PEPA3_HUMAN,
Q9NVP4,reviewed,DZAN1_HUMAN,
O76015,reviewed,KRT38_HUMAN,
P05549,reviewed,AP2A_HUMAN,
Q96PF2,reviewed,TSSK2_HUMAN,
Q8TCU3,reviewed,S7A13_HUMAN,
Q6ZMR5,reviewed,TM11A_HUMAN,
Q6ZSN1,reviewed,YI023_HUMAN,
Q16787,reviewed,LAMA3_HUMAN,
P0CJ71,reviewed,HMN4_HUMAN,
Q99501,reviewed,GA2L1_HUMAN,
P31629,reviewed,ZEP2_HUMAN,
P31391,reviewed,SSR4_HUMAN,
Q9UHM6,reviewed,OPN4_HUMAN,
Q8N7B6,reviewed,PACRL_HUMAN,
P38919,reviewed,IF4A3_HUMAN,
Q8TD08,reviewed,MK15_HUMAN,
Q8NFZ8,reviewed,CADM4_HUMAN,
Q9Y617,reviewed,SERC_HUMAN,
P42025,reviewed,ACTY_HUMAN,
Q9UBB9,reviewed,TFP11_HUMAN,
Q9BYZ8,reviewed,REG4_HUMAN,
Q8IUI8,reviewed,CRLF3_HUMAN,
P0CJ70,reviewed,HMN3_HUMAN,
Q8NGD5,reviewed,OR4KE_HUMAN,
Q9BQS8,reviewed,FYCO1_HUMAN,
A0A3B3IRQ3,unreviewed,A0A3B3IRQ3_HUMAN,
P19971,reviewed,TYPH_HUMAN,
Q99500,reviewed,S1PR3_HUMAN,
O43309,reviewed,ZSC12_HUMAN,
Q6P1L8,reviewed,RM14_HUMAN,
Q13361,reviewed,MFAP5_HUMAN,
Q9Y616,reviewed,IRAK3_HUMAN,
P30872,reviewed,SSR1_HUMAN,
P52888,reviewed,THOP1_HUMAN,
Q01167,reviewed,FOXK2_HUMAN,
P20783,reviewed,NTF3_HUMAN,
Q7RTZ2,reviewed,U17L1_HUMAN,
Q9Y5N5,reviewed,N6MT1_HUMAN,
P17927,reviewed,CR1_HUMAN,
P0CJ73,reviewed,HMN6_HUMAN,
Q8NGD4,reviewed,OR4K1_HUMAN,
Q9UM82,reviewed,SPAT2_HUMAN,
Q96QV1,reviewed,HHIP_HUMAN,
Q9BZJ8,reviewed,GPR61_HUMAN,
Q9NVP1,reviewed,DDX18_HUMAN,
Q9Y6U3,reviewed,SCIN_HUMAN,
Q13360,reviewed,ZN177_HUMAN,
Q8NFZ6,reviewed,VN1R2_HUMAN,
Q9Y615,reviewed,ACL7A_HUMAN,
Q9ULB4,reviewed,CADH9_HUMAN,
A2RRL7,reviewed,TM213_HUMAN,
Q8TE04,reviewed,PANK1_HUMAN,
Q7RTZ1,reviewed,OVCH2_HUMAN,
Q9UIY3,reviewed,RWD2A_HUMAN,
Q495B1,reviewed,AKD1A_HUMAN,
Q9NR16,reviewed,C163B_HUMAN,
P0CJ72,reviewed,HMN5_HUMAN,
Q53G59,reviewed,KLH12_HUMAN,
Q8NB91,reviewed,FANCB_HUMAN,
Q9NX31,reviewed,OSER1_HUMAN,
O76011,reviewed,KRT34_HUMAN,
P17342,reviewed,ANPRC_HUMAN,
Q8WXQ8,reviewed,CBPA5_HUMAN,
Q13363,reviewed,CTBP1_HUMAN,
A0A096LPI5,reviewed,GVQW2_HUMAN,
Q9Y614,reviewed,ACL7B_HUMAN,
Q9ULB5,reviewed,CADH7_HUMAN,
P30874,reviewed,SSR2_HUMAN,
O95059,reviewed,RPP14_HUMAN,
Q3L8U1,reviewed,CHD9_HUMAN,
Q9HBQ8,reviewed,GGA2B_HUMAN,
A4FU01,reviewed,MTMRB_HUMAN,
A0A1W2PRN6,unreviewed,A0A1W2PRN6_HUMAN,
Q9H6S3,reviewed,ES8L2_HUMAN,
Q5H9S7,reviewed,DCA17_HUMAN,
P10275,reviewed,ANDR_HUMAN,
A2RUC4,reviewed,TYW5_HUMAN,
Q9HC57,reviewed,WFDC1_HUMAN,
Q8NB90,reviewed,AFG2A_HUMAN,
Q6ZPD8,reviewed,DG2L6_HUMAN,
Q9UJF2,reviewed,NGAP_HUMAN,
Q13362,reviewed,2A5G_HUMAN,
Q8NFZ4,reviewed,NLGN2_HUMAN,
Q9Y613,reviewed,FHOD1_HUMAN,
Q9Y5N6,reviewed,ORC6_HUMAN,
O75264,reviewed,SIM24_HUMAN,
Q86T24,reviewed,KAISO_HUMAN,
Q8NGD1,reviewed,OR4N2_HUMAN,
P0DMC3,reviewed,ELA_HUMAN,
D6RBQ6,reviewed,U17LH_HUMAN,
Q9NSG2,reviewed,FIRRM_HUMAN,
Q9H6S0,reviewed,YTDC2_HUMAN,
Q9HC56,reviewed,PCDH9_HUMAN,
Q6ZPD9,reviewed,D19L3_HUMAN,
Q8N7B9,reviewed,EFCB3_HUMAN,
Q9NVP2,reviewed,ASF1B_HUMAN,
O76013,reviewed,KRT36_HUMAN,
Q6ZTY9,reviewed,CG065_HUMAN,
Q8NFZ5,reviewed,TNIP2_HUMAN,
H3BTG2,reviewed,TEX46_HUMAN,
P30876,reviewed,RPB2_HUMAN,
O95057,reviewed,DIRA1_HUMAN,
Q6ZV73,reviewed,FGD6_HUMAN,
Q8NCI6,reviewed,GLBL3_HUMAN,
Q8NGD0,reviewed,OR4M1_HUMAN,
Q5JZY3,reviewed,EPHAA_HUMAN,
Q6UWL2,reviewed,SUSD1_HUMAN,
Q9H6S1,reviewed,AZI2_HUMAN,
Q5JRK9,reviewed,GGEE3_HUMAN,
O75787,reviewed,RENR_HUMAN,
Q8TD06,reviewed,AGR3_HUMAN,
Q9Y6U7,reviewed,RN215_HUMAN,
Q96LB4,reviewed,VATG3_HUMAN,
Q14192,reviewed,FHL2_HUMAN,
Q02985,reviewed,FHR3_HUMAN,
O75969,reviewed,AKAP3_HUMAN,
P62081,reviewed,RS7_HUMAN,
Q86T26,reviewed,TM11B_HUMAN,
Q9NR12,reviewed,PDLI7_HUMAN,
A0A0B4J2B6,unreviewed,A0A0B4J2B6_HUMAN,
Q8NGD3,reviewed,OR4K5_HUMAN,
A6NI56,reviewed,CC154_HUMAN,
P10276,reviewed,RARA_HUMAN,
Q96B33,reviewed,CLD23_HUMAN,
Q96QV6,reviewed,H2A1A_HUMAN,
Q8TD07,reviewed,RAE1E_HUMAN,
Q5VW32,reviewed,BROX_HUMAN,
P22314,reviewed,UBA1_HUMAN,
Q7Z2T5,reviewed,TRM1L_HUMAN,
Q13367,reviewed,AP3B2_HUMAN,
Q8NFZ3,reviewed,NLGNY_HUMAN,
Q9ULB1,reviewed,NRX1A_HUMAN,
Q14191,reviewed,WRN_HUMAN,
Q9H579,reviewed,MROH8_HUMAN,
Q8WTU2,reviewed,SRB4D_HUMAN,
P21802,reviewed,FGFR2_HUMAN,
Q8TAG5,reviewed,VTM2A_HUMAN,
P0CJ79,reviewed,ZN888_HUMAN,
Q8NGD2,reviewed,OR4K2_HUMAN,
Q8N4X5,reviewed,AF1L2_HUMAN,
Q96AV8,reviewed,E2F7_HUMAN,
A9YTQ3,reviewed,AHRR_HUMAN,
Q6T423,reviewed,S22AP_HUMAN,
Q5T2Q4,reviewed,CCYL2_HUMAN,
Q13224,reviewed,NMDE2_HUMAN,
P01189,reviewed,COLI_HUMAN,
O75781,reviewed,PALM_HUMAN,
Q9NU19,reviewed,TB22B_HUMAN,
P07766,reviewed,CD3E_HUMAN,
E9PI22,reviewed,P23D1_HUMAN,
Q8NFZ0,reviewed,FBH1_HUMAN,
P0CG29,reviewed,GST2_HUMAN,
Q14190,reviewed,SIM2_HUMAN,
P34925,reviewed,RYK_HUMAN,
Q8TE02,reviewed,ELP5_HUMAN,
Q9C0K7,reviewed,STRAB_HUMAN,
A1L4K1,reviewed,FSD2_HUMAN,
P49862,reviewed,KLK7_HUMAN,
Q2T9K0,reviewed,TMM44_HUMAN,
Q9UMD9,reviewed,COHA1_HUMAN,
Q6ZV70,reviewed,LANC3_HUMAN,
P16050,reviewed,LOX15_HUMAN,
Q86T20,reviewed,SIM29_HUMAN,
Q8TAG6,reviewed,VEXIN_HUMAN,
P0CJ78,reviewed,ZN865_HUMAN,
O00548,reviewed,DLL1_HUMAN,
Q9HC52,reviewed,CBX8_HUMAN,
P05543,reviewed,THBG_HUMAN,
Q96LB1,reviewed,MRGX2_HUMAN,
Q14197,reviewed,ICT1_HUMAN,
P19429,reviewed,TNNI3_HUMAN,
P49863,reviewed,GRAK_HUMAN,
Q8WTU0,reviewed,DDI1_HUMAN,
Q86UV5,reviewed,UBP48_HUMAN,
Q6ZV77,reviewed,CI139_HUMAN,
O14709,reviewed,ZN197_HUMAN,
Q2LD37,reviewed,BLTP1_HUMAN,
Q9NR11,reviewed,ZN302_HUMAN,
Q71RC9,reviewed,SMIM5_HUMAN,
Q6UWL6,reviewed,KIRR2_HUMAN,
P41250,reviewed,GARS_HUMAN,
O95948,reviewed,ONEC2_HUMAN,
Q96B36,reviewed,AKTS1_HUMAN,
O75783,reviewed,RHBL1_HUMAN,
Q9NX38,reviewed,ABITM_HUMAN,
Q96LB0,reviewed,MRGX3_HUMAN,
Q8WXQ3,reviewed,CN183_HUMAN,
Q13368,reviewed,MPP3_HUMAN,
P80192,reviewed,M3K9_HUMAN,
Q9H900,reviewed,ZWILC_HUMAN,
Q9C0K1,reviewed,S39A8_HUMAN,
P38484,reviewed,INGR2_HUMAN,
Q8IWE5,reviewed,PKHM2_HUMAN,
Q5VZP5,reviewed,STYL2_HUMAN,
Q7L7L0,reviewed,H2A3_HUMAN,
Q13227,reviewed,GPS2_HUMAN,
Q8NA69,reviewed,SAXO5_HUMAN,
Q68DH5,reviewed,LMBD2_HUMAN,
Q5VW36,reviewed,FOCAD_HUMAN,
P22310,reviewed,UD14_HUMAN,
