drug_id|name|cas|smiles|logP ALOGPS|logP ChemAxon|solubility ALOGPS|pKa (strongest acidic)|pKa (strongest basic)|drugname|drug_type|approved|experimental|illicit|investigational|nutraceutical|withdrawn|collated_partner_id|collated_gene_name|collated_target_type|collated_inhibitor|collated_inducer
DB08828|Vismodegib|879085-55-9|CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1|4.22|3.93|1.73e-03 g/l|10.27|3.7|b'Vismodegib'|small molecule|1|0|0|1|0|0|BE0004659 ; BE0002793 ; BE0002638 ; BE0002887 ; BE0003536 ; BE0001032 ; BE0001067|SMO ; CYP2C9 ; CYP3A4 ; CYP2C8 ; CYP2C19 ; ABCB1 ; ABCG2|protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08830|Dehydroascorbic acid|490-83-5|[H][C@](O)(CO)[C@@]1([H])OC(=O)C(=O)C1=O|-1.2|-0.67|1.90e+02 g/l|1.56|-3|b'Dehydroascorbic acid'|small molecule|0|1|0|0|0|0|BE0001057|SLC2A1|transporter|0|0
DB08831|2-deoxyglucose|154-17-6|[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO|-2|-2.9|3.79e+02 g/l|12.84|-3|b'2-deoxyglucose'|small molecule|0|1|0|1|0|0|BE0001057|SLC2A1|transporter|0|0
DB08833|Taurochenodeoxycholic acid|516-35-8|[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O|1.38|0.81|7.48e-03 g/l|-0.99|0.18|b'Taurochenodeoxycholic acid'|small molecule|0|1|0|0|0|0|BE0002638 ; BE0003642 ; BE0000030|CYP3A4 ; SLCO1A2 ; SLC7A11|enzyme ; transporter ; transporter|0 ; 0 ; 0|0 ; 0 ; 0
DB08834|Tauroursodeoxycholic acid|14605-22-2|[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C|1.38|1.1|7.48e-03 g/l|-0.8|-0.32|b'Tauroursodeoxycholic acid'|small molecule|0|1|0|1|0|0|BE0003642 ; BE0000030|SLCO1A2 ; SLC7A11|transporter ; transporter|0 ; 0|0 ; 0
DB08835|Spaglumic Acid|4910-46-7|CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O|-1|-2.3|3.22e+00 g/l|3.01|-2|b'Spaglumic Acid'|small molecule|0|1|0|0|0|0|BE0000568 ; BE0000536|FOLH1 ; SLC36A1|protein ; transporter|0 ; 0|0 ; 0
DB08836|Temocapril|111902-57-9|CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1|2.46|2.04|3.42e-03 g/l|3.88|5.14|b'Temocapril'|small molecule|0|1|0|1|0|0|BE0000221 ; BE0001018 ; BE0003642|ACE ; SLC15A1 ; SLCO1A2|protein ; transporter ; transporter|1 ; 0 ; 0|0 ; 0 ; 0
DB08839|Serotonin|50-67-9|NCCC1=CNC2=CC=C(O)C=C12|0.56|0.48|2.50e+00 g/l|9.31|10|b'Serotonin'|small molecule|0|0|0|1|1|0|BE0000749 ; BE0000451 ; BE0000311 ; BE0009583 ; BE0000118 ; BE0003647|SLC6A4 ; HTR2A ; HTR3A ; HTR3B ; SLC18A2 ; SLC22A2|protein ; protein ; protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08840|N-methylnicotinamide|114-33-0|CNC(=O)C1=CC=CN=C1|-0.21|-0.17|1.86e+01 g/l|13.75|3.62|b'N-methylnicotinamide'|small molecule|0|1|0|0|0|0|BE0003539 ; BE0003647 ; BE0003657 ; BE0004752|AOX1 ; SLC22A2 ; SLC47A1 ; SLC47A2|enzyme ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB08841|Tyramine|51-67-2|NCCC1=CC=C(O)C=C1|-0.14|0.68|5.72e+00 g/l|10.41|9.66|b'Tyramine'|small molecule|0|0|0|1|1|0|BE0003650|SLC22A3|transporter|0|0
DB08842|Acetylcarnitine|3040-38-8|CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C|-2.4|-4.4|3.55e-01 g/l|4.09|-7|b'Acetylcarnitine'|small molecule|1|0|0|1|0|0|BE0000106|SLC22A5|transporter|0|0
DB08843|GS 0573|113852-41-8|NC1=NC(N)=C2N=CN(CCOCP(O)(O)=O)C2=N1|-2|-4.7|1.94e+00 g/l|1.36|6.02|b'GS 0573'|small molecule|0|0|0|1|0|0|BE0001066|SLC22A6|transporter|0|0
DB08844|Uric acid|69-93-2|O=C1NC2=C(N1)C(=O)NC(=O)N2|-1.1|-1.5|1.76e+00 g/l|7.61|-6.5|b'Uric acid'|small molecule|0|0|0|1|0|0|BE0000007 ; BE0001066 ; BE0003645 ; BE0004783|PYGL ; SLC22A6 ; SLC22A8 ; SLC2A9|protein ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB08846|Ellagic acid|476-66-4|OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2|1.59|2.32|8.23e-01 g/l|5.54|-4.8|b'Ellagic acid'|small molecule|0|0|0|1|0|0|BE0000267 ; BE0000322 ; BE0003625 ; BE0000535 ; BE0003626 ; BE0003627 ; BE0003628 ; BE0003629 ; BE0002437 ; BE0001653 ; BE0003634 ; BE0001209 ; BE0003761 ; BE0001132 ; BE0000872 ; BE0001316 ; BE0000577 ; BE0003543 ; BE0003533 ; BE0001066 ; BE0000879|CA1 ; CA2 ; CA3 ; CA4 ; CA5A ; CA5B ; CA6 ; CA7 ; CA9 ; CA12 ; CA14 ; CSNK2A1 ; PRKACA ; PRKCA ; PRKCB ; SYK ; SQLE ; CYP1A1 ; CYP2E1 ; SLC22A6 ; SLC22A11|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0
DB08847|Hydroxyproline|51-35-4|O[C@H]1CN[C@@H](C1)C(O)=O|-3.3|-3.7|4.92e+02 g/l|1.64|10.62|b'Hydroxyproline'|small molecule|0|1|0|0|0|0|BE0000536|SLC36A1|transporter|0|0
DB08848|Guvacine|498-96-4|OC(=O)C1=CCCNC1|-2.2|-2.6|3.08e+01 g/l|3.76|9.77|b'Guvacine'|small molecule|0|1|0|0|0|0|BE0004776 ; BE0000249 ; BE0004733 ; BE0004777|SLC6A13 ; SLC6A1 ; SLC6A11 ; SLC6A12|protein ; protein ; protein ; protein|1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0
DB08855|Leukotriene C4|72025-60-6|CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O|0.04|-0.015|2.54e-03 g/l|1.8|9.31|b'Leukotriene C4'|small molecule|0|1|0|1|0|0|BE0000705 ; BE0000099 ; BE0000785 ; BE0001004 ; BE0003659|CYSLTR1 ; CYSLTR2 ; ABCC1 ; SLCO1B1 ; SLCO1B3|protein ; protein ; protein ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0
DB08856|DADLE|63631-40-3|CC(C)C[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(O)=O|-0.86|-1.3|9.63e-03 g/l|3.7|7.73|b'DADLE'|small molecule|0|1|0|0|0|0|BE0001004|SLCO1B1|transporter|0|0
DB08858|cis-Diamminechlorocholylglycinateplatinum(II)|191595-91-2|N.N.Cl.[Pt++].CC(CCC([O-])=NCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C|3.27|2.2|1.55e-01 g/l|3.83|1.83|b'cis-Diamminechlorocholylglycinateplatinum(II)'|small molecule|0|1|0|0|0|0|BE0001004|SLCO1B1|transporter|0|0
DB08860|Pitavastatin|147511-69-1|O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O|3.75|2.92|3.94e-03 g/l|4.13|4.86|b'Pitavastatin'|small molecule|1|0|0|0|0|0|BE0000574 ; BE0000516 ; BE0003679 ; BE0003677 ; BE0002793 ; BE0002887 ; BE0001004 ; BE0003659 ; BE0001042 ; BE0003644 ; BE0001067 ; BE0001032 ; BE0001069 ; BE0000703|HMGCR ; ITGAL ; UGT2B7 ; UGT1A3 ; CYP2C9 ; CYP2C8 ; SLCO1B1 ; SLCO1B3 ; SLCO2B1 ; SLC10A1 ; ABCG2 ; ABCB1 ; ABCC2 ; ABCB11|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08861|DPDPE|88373-73-3|CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]1C(O)=O|0.59|-1|6.32e-03 g/l|3.39|7.73|b'DPDPE'|small molecule|0|1|0|0|0|0|BE0003659|SLCO1B3|transporter|0|0
DB08864|Rilpivirine|500287-72-9|CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1|3.8|5.47|1.16e-02 g/l|12.93|5.16|b'Rilpivirine'|small molecule|1|0|0|0|0|0|BE0000956 ; BE0002638 ; BE0003536 ; BE0003549 ; BE0002363 ; BE0001032 ; BE0001067 ; BE0001004 ; BE0003659|NR1I2 ; CYP3A4 ; CYP2C19 ; CYP2B6 ; CYP2D6 ; ABCB1 ; ABCG2 ; SLCO1B1 ; SLCO1B3|protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1|1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08867|Ulipristal|159811-51-5|CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12|4.45|4.18|9.43e-03 g/l|12.7|4.89|b'Ulipristal'|small molecule|1|0|0|0|0|0|BE0000557 ; BE0000794 ; BE0000132 ; BE0002638 ; BE0002433|PGR ; NR3C1 ; AR ; CYP3A4 ; CYP1A2|protein ; protein ; protein ; enzyme ; enzyme|0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0
DB08868|Fingolimod|162359-55-9|CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1|4|4.06|6.90e-03 g/l|14.41|9.38|b'Fingolimod'|small molecule|1|0|0|1|0|0|BE0002432 ; BE0002365 ; BE0004727 ; BE0004728 ; BE0003533 ; BE0004729|S1PR5 ; HDAC1 ; CYP4F2 ; SPHK1 ; CYP2E1 ; CYP4F12|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme|0 ; 1 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08871|Eribulin|253128-41-5|[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC|1.26|2.31|7.98e-02 g/l|14.81|9.39|b'Eribulin'|small molecule|1|0|0|1|0|0|BE0000246 ; BE0000026|BCL2 ; TUBB1|protein ; protein|0 ; 0|0 ; 0
DB08872|Gabapentin enacarbil|478296-72-9|CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1|2.45|2.76|3.25e-01 g/l|4.35|-7.1|b'Gabapentin enacarbil'|small molecule|1|0|0|1|0|0|BE0000691 ; BE0002396 ; BE0004708 ; BE0000094|CACNA2D1 ; CACNA2D2 ; SLC5A8 ; SLC5A6|protein ; protein ; transporter ; transporter|0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB08873|Boceprevir|394730-60-0|[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C|1.93|1.78|2.34e-02 g/l|12.44|-0.91|b'Boceprevir'|small molecule|1|0|0|0|0|1|BE0002638 ; BE0002362 ; BE0001032|CYP3A4 ; CYP3A5 ; ABCB1|enzyme ; enzyme ; transporter|1 ; 1 ; 1|0 ; 0 ; 0
DB08874|Fidaxomicin|873857-62-6|CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)\C(=O)OC(C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O|5.59|8.56|1.25e-02 g/l|5.87|-1.4|b'Fidaxomicin'|small molecule|1|0|0|0|0|0|BE0002638 ; BE0001032|CYP3A4 ; ABCB1|enzyme ; transporter|1 ; 1|0 ; 0
DB08875|Cabozantinib|849217-68-1|COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2|4.01|4.66|1.99e-03 g/l|13.46|5.9|b'Cabozantinib'|small molecule|1|0|0|1|0|0|BE0000915 ; BE0000369 ; BE0002411 ; BE0002638 ; BE0002793 ; BE0002887|MET ; KDR ; RET ; CYP3A4 ; CYP2C9 ; CYP2C8|protein ; protein ; protein ; enzyme ; enzyme ; enzyme|0 ; 0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08877|Ruxolitinib|941678-49-5|N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1|2.94|2.48|1.16e-01 g/l|13.89|5.51|b'Ruxolitinib'|small molecule|1|0|0|0|0|0|BE0004145 ; BE0002408 ; BE0002638|JAK1 ; JAK2 ; CYP3A4|protein ; protein ; enzyme|1 ; 1 ; 0|0 ; 0 ; 0
DB08878|Aminopterin|54-62-6|NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1|-0.25|-0.95|1.06e-01 g/l|3.38|2.25|b'Aminopterin'|small molecule|0|0|0|1|0|1|BE0000330 ; BE0001048|DHFR ; SLC46A1|enzyme ; transporter|1 ; 0|0 ; 0
DB08880|Teriflunomide|163451-81-8|C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F|2.3|2.14|1.24e-02 g/l|5.48|-3.2|b'Teriflunomide'|small molecule|1|0|0|0|0|0|BE0000382 ; BE0002887 ; BE0002433 ; BE0001067 ; BE0001004|DHODH ; CYP2C8 ; CYP1A2 ; ABCG2 ; SLCO1B1|protein ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 0 ; 1 ; 1|0 ; 0 ; 1 ; 0 ; 0
DB08881|Vemurafenib|918504-65-1|CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1|4.95|4.62|3.62e-04 g/l|7.17|3.2|b'Vemurafenib'|small molecule|1|0|0|0|0|0|BE0000634 ; BE0002433 ; BE0002363 ; BE0002638 ; BE0002793 ; BE0002887 ; BE0003549 ; BE0000785 ; BE0001067|BRAF ; CYP1A2 ; CYP2D6 ; CYP3A4 ; CYP2C9 ; CYP2C8 ; CYP2B6 ; ABCC1 ; ABCG2|protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0
DB08884|Gadoxetic acid|135326-11-3|[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O|1.24|-4.3|4.97e-01 g/l|1.98|9.99|b'Gadoxetic acid'|small molecule|1|0|0|0|0|0|BE0001004 ; BE0003659 ; BE0001061 ; BE0001069 ; BE0001188|SLCO1B1 ; SLCO1B3 ; ABCC3 ; ABCC2 ; ABCC4|transporter ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0
DB08889|Carfilzomib|868540-17-4|CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1|3.21|4.2|4.84e-03 g/l|11.91|4.96|b'Carfilzomib'|small molecule|1|0|0|1|0|0|BE0002348 ; BE0004739 ; BE0002347 ; BE0004737 ; BE0002349 ; BE0004738 ; BE0001032|PSMB5 ; PSMB8 ; PSMB1 ; PSMB9 ; PSMB2 ; PSMB10 ; ABCB1|protein ; protein ; protein ; protein ; protein ; protein ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08890|Linaclotide|851199-59-2|[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O|-1.5|-11|7.01e-01 g/l|3.06|7.65|b'Linaclotide'|small molecule|1|0|0|0|0|0|BE0003502|GUCY2C|protein|0|1
DB08891|Arbaclofen|69308-37-8|[H][C@@](CN)(CC(O)=O)C1=CC=C(Cl)C=C1|-0.82|-0.78|7.12e-01 g/l|3.89|9.79|b'Arbaclofen'|small molecule|0|0|0|1|0|0|BE0000217 ; BE0002340|GABBR1 ; GABBR2|protein ; protein|0 ; 0|1 ; 1
DB08892|Arbaclofen Placarbil|847353-30-4|CC(C)[C@H](OC(=O)NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1)OC(=O)C(C)C|3.31|4.37|1.11e-02 g/l|3.96|-7.1|b'Arbaclofen Placarbil'|small molecule|0|0|0|1|0|0|BE0000217 ; BE0002340 ; BE0000669|GABBR1 ; GABBR2 ; SLC16A1|protein ; protein ; transporter|0 ; 0 ; 0|1 ; 1 ; 0
DB08893|Mirabegron|223673-61-8|NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1|2.2|2.89|4.12e-03 g/l|13.84|9.62|b'Mirabegron'|small molecule|1|0|0|0|0|0|BE0001012 ; BE0002638 ; BE0002363 ; BE0002180 ; BE0001032 ; BE0003642|ADRB3 ; CYP3A4 ; CYP2D6 ; BCHE ; ABCB1 ; SLCO1A2|protein ; enzyme ; enzyme ; enzyme ; transporter ; transporter|0 ; 0 ; 1 ; 0 ; 1 ; 0|1 ; 0 ; 0 ; 0 ; 0 ; 0
DB08895|Tofacitinib|477600-75-2|[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N|1.58|1.24|2.99e-01 g/l|8.46|7.13|b'Tofacitinib'|small molecule|1|0|0|1|0|0|BE0004145 ; BE0002408 ; BE0003493 ; BE0004146 ; BE0002638 ; BE0003536|JAK1 ; JAK2 ; JAK3 ; TYK2 ; CYP3A4 ; CYP2C19|protein ; protein ; protein ; protein ; enzyme ; enzyme|1 ; 1 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08896|Regorafenib|755037-03-7|CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1|4.53|4.49|1.02e-03 g/l|10.52|2.02|b'Regorafenib'|small molecule|1|0|0|0|0|0|BE0000029 ; BE0000369 ; BE0000023 ; BE0000453 ; BE0000852 ; BE0000205 ; BE0002131 ; BE0000748 ; BE0003379 ; BE0004741 ; BE0001039 ; BE0000841 ; BE0000036 ; BE0000634 ; BE0003390 ; BE0004742 ; BE0000014 ; BE0002411 ; BE0002638 ; BE0003538 ; BE0002887 ; BE0002793 ; BE0003549 ; BE0003541 ; BE0001032 ; BE0001067|FLT1 ; KDR ; FLT4 ; KIT ; PDGFRA ; PDGFRB ; FGFR1 ; FGFR2 ; TEK ; DDR2 ; NTRK1 ; EPHA2 ; RAF1 ; BRAF ; MAPK11 ; FRK ; ABL1 ; RET ; CYP3A4 ; UGT1A9 ; CYP2C8 ; CYP2C9 ; CYP2B6 ; UGT1A1 ; ABCB1 ; ABCG2|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08897|Aclidinium|727649-81-2|OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1|3.07|0.45|1.52e-03 g/l|10.35|-4.8|b'Aclidinium'|small molecule|1|0|0|0|0|0|BE0000092 ; BE0000560 ; BE0000045 ; BE0000405 ; BE0000247 ; BE0002180|CHRM1 ; CHRM2 ; CHRM3 ; CHRM4 ; CHRM5 ; BCHE|protein ; protein ; protein ; protein ; protein ; enzyme|0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08899|Enzalutamide|915087-33-1|CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F|3.75|4.16|1.36e-03 g/l|13.05|-1.7|b'Enzalutamide'|small molecule|1|0|0|0|0|0|BE0000132 ; BE0002887 ; BE0002638 ; BE0002793 ; BE0003536 ; BE0003549 ; BE0002362 ; BE0001032|AR ; CYP2C8 ; CYP3A4 ; CYP2C9 ; CYP2C19 ; CYP2B6 ; CYP3A5 ; ABCB1|protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter|1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1|0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0
DB08901|Ponatinib|943319-70-8|CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1|3.94|4.97|2.95e-03 g/l|11.36|8.03|b'Ponatinib'|small molecule|1|0|0|1|0|0|BE0000014 ; BE0004743 ; BE0000453 ; BE0002411 ; BE0003379 ; BE0000147 ; BE0002131 ; BE0000748 ; BE0002133 ; BE0001203 ; BE0000842 ; BE0000838 ; BE0004315 ; BE0000369 ; BE0000852 ; BE0002638 ; BE0002887 ; BE0002363 ; BE0002362 ; BE0001032 ; BE0001067|ABL1 ; BCR ; KIT ; RET ; TEK ; FLT3 ; FGFR1 ; FGFR2 ; FGFR3 ; FGFR4 ; LCK ; SRC ; LYN ; KDR ; PDGFRA ; CYP3A4 ; CYP2C8 ; CYP2D6 ; CYP3A5 ; ABCB1 ; ABCG2|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB08903|Bedaquiline|843663-66-1|COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2|6.37|7.13|1.93e-04 g/l|13.61|8.91|b'Bedaquiline'|small molecule|1|0|0|0|0|0|BE0002638|CYP3A4|enzyme|0|0
DB08905|Formestane|566-48-3|[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C|2.57|3.41|5.78e-02 g/l|9.21|-3.7|b'Formestane'|small molecule|1|0|0|1|0|1|BE0002638|CYP3A4|enzyme|0|1
